ADDRESS,INC1,INC2,INC3,INC4,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,ObjectId
4900 BLOCK FREMONT ST,25211,0,0,0,80,C3-000348,1148,1/2/2023,,1/1/2023,2030,,,1148,0,0,194
500 BLOCK N 35TH STREET,54111,0,0,0,80,C3-000355,1227,1/2/2023,SUN,1/1/2023,1800,MON,1/2/2023,1227,0,0,195
2100 BLOCK CORNHUSKER HWY,23500,0,0,0,31,C3-000357,1229,1/2/2023,MON,12/19/2022,1700,WED,12/21/2022,1229,0,0,196
4000 BLOCK N13TH  STREET,54111,0,0,0,80,C3-000360,1210,1/2/2023,MON,1/2/2023,330,MON,1/2/2023,1210,0,0,197
7100 BLOCK THURSTON ST,11200,0,0,0,80,C3-000361,1251,1/2/2023,MON,1/2/2023,400,MON,1/2/2023,1251,0,0,198
3100 BLOCK NORTH HILL RD,25211,0,0,0,84,C3-000364,1257,1/2/2023,,1/1/2022,900,,,1257,0,0,199
2500 BLOCK N 87TH ST,23900,0,0,0,84,C3-000365,1301,1/2/2023,THU,12/1/2022,800,MON,1/2/2023,1301,0,0,200
INTERNET,24255,0,0,0,69,C3-000912,1225,1/4/2023,SUN,12/25/2022,1926,TUE,1/3/2023,1225,0,0,201
CITY OF LINCOLN,27222,0,0,0,99,C3-000917,1252,1/4/2023,WED,1/4/2023,1252,,,1252,0,0,202
CITY OF LINCOLN,29300,0,0,0,80,C3-000918,1129,1/4/2023,MON,1/2/2023,800,TUE,1/3/2023,1129,0,0,203
5600 BLOCK N 18TH ST,29500,0,0,0,80,C3-000922,1308,1/4/2023,FRI,12/30/2022,1300,FRI,12/30/2022,1308,0,0,204
5400 BLOCK WOODSVIEW ST,11200,0,0,0,80,C3-000926,1355,1/4/2023,TUE,1/3/2023,1300,WED,1/4/2023,1355,0,0,205
CITY OF LINCOLN,29410,0,0,0,99,C3-000927,1357,1/4/2023,TUE,6/1/2010,1200,WED,1/4/2023,1357,0,0,206
800 BLOCK S 21ST ST,42000,0,0,0,7,C3-000928,1403,1/4/2023,FRI,12/23/2022,,WED,1/4/2023,1403,0,200,207
600 BLOCK GARFIELD ST,25211,0,0,0,82,C3-000929,1406,1/4/2023,,1/4/2023,1330,,,1406,0,0,208
8900 BLOCK ANDERMATT DR,29300,0,0,0,17,C3-000931,1124,1/4/2023,SUN,1/1/2023,1500,SUN,1/1/2023,1124,0,0,209
7400 BLOCK A ST,23600,42000,0,0,10,C3-000932,1426,1/4/2023,WED,1/4/2023,830,WED,1/4/2023,1426,0,400,210
CITY OF LINCOLN,54111,0,0,0,99,C3-000934,1427,1/4/2023,THU,12/1/2022,0,WED,1/4/2023,1427,0,0,211
5000 BLOCK O ST,29300,0,0,0,24,C3-000936,1447,1/4/2023,SUN,1/1/2023,1500,SUN,1/1/2023,1447,0,0,212
8700 BLOCK ANDERMATT DR,29300,0,0,0,17,C3-000937,1447,1/4/2023,SUN,1/1/2023,1500,SUN,1/1/2023,1447,0,0,213
4800 BLOCK O ST,29300,0,0,0,18,C3-000938,1448,1/4/2023,SUN,1/1/2023,1500,SUN,1/1/2023,1448,0,0,214
CITY OF LINCOLN,54111,0,0,0,99,C3-000939,1427,1/4/2023,MON,1/2/2023,2300,WED,1/4/2023,1427,0,0,215
4600 BLOCK LEWIS AVE,8000,0,0,0,89,C3-000943,1453,1/4/2023,WED,1/4/2023,830,WED,1/4/2023,1453,0,0,216
7000 BLOCK S. 14TH ST,5222,0,0,0,90,C3-000944,1456,1/4/2023,WED,1/4/2023,1415,,,1456,0,0,217
900 BLOCK S 11TH ST,54111,0,0,0,84,C3-000947,1426,1/4/2023,SAT,12/31/2022,1300,WED,1/4/2023,1426,0,0,218
S 26TH ST / N ST,27111,26111,0,0,1,C3-000951,1508,1/4/2023,WED,1/4/2023,1508,,,1508,0,0,219
CITY OF LINCOLN,23500,0,0,0,99,C3-000954,1537,1/4/2023,TUE,1/3/2023,1200,TUE,1/3/2023,1537,0,0,220
4700 BLOCK N 27TH ST,23300,0,0,0,36,C3-000964,1609,1/4/2023,WED,1/4/2023,1550,WED,1/4/2023,1609,0,0,221
1900 BLOCK A ST,5222,0,0,0,83,C3-000966,1510,1/4/2023,MON,1/2/2023,1015,MON,1/2/2023,1510,0,0,222
3000 BLOCK PINE LAKE RD,23300,0,0,0,17,C3-000968,1602,1/4/2023,TUE,1/3/2023,1931,MON,1/3/2022,1602,0,0,223
WALMART.COM,29300,0,0,0,69,C3-000971,1620,1/4/2023,WED,1/4/2023,1520,,,1620,0,0,224
1000 BLOCK S 70TH ST,23600,42000,0,0,90,C3-000977,1630,1/4/2023,WED,1/4/2023,745,WED,1/4/2023,1630,0,100,225
4800 BLOCK MEREDETH ST,23600,42000,0,0,84,C3-000981,1450,1/4/2023,SAT,12/31/2022,1600,WED,1/4/2023,1450,0,300,226
5200 BLOCK WEST WILKINS ST,23400,0,0,0,82,C3-000982,1640,1/4/2023,WED,1/4/2023,800,WED,1/4/2023,1640,0,0,227
700 BLOCK E ELDORA LN,25111,0,0,0,80,C3-000984,1615,1/4/2023,,1/2/2023,2330,,,1615,0,0,228
4200 BLOCK W HUNTINGTON AVE,9000,0,0,0,80,C3-000985,1637,1/4/2023,WED,1/4/2023,1500,WED,1/4/2023,1637,0,0,229
2600 BLOCK K ST,5222,0,0,0,84,C3-000987,1701,1/4/2023,SUN,1/1/2023,1544,SUN,1/1/2023,1701,0,0,230
700 BLOCK S 18TH ST,23500,0,0,0,7,C3-000989,1719,1/4/2023,MON,12/26/2022,1,TUE,12/27/2022,1719,0,0,231
5400 BLOCK S 56TH ST,23300,0,0,0,17,C3-000993,1715,1/4/2023,WED,1/4/2023,1530,WED,1/4/2023,1715,0,0,232
6100 BLOCK O ST,23300,0,0,0,17,C3-001002,1835,1/4/2023,TUE,1/3/2023,1917,TUE,1/3/2023,1835,0,0,233
1200 BLOCK ARAPAHOE ST,27222,0,0,0,84,C3-001003,1841,1/4/2023,WED,1/4/2023,1841,,,1841,0,0,234
1700 BLOCK WASHINGTON ST,40222,0,0,0,21,C3-001005,1846,1/4/2023,WED,1/4/2023,1700,WED,1/4/2023,1846,0,0,235
1600 BLOCK N 28TH ST,25111,0,0,0,80,C3-001014,1912,1/4/2023,,1/4/2023,1912,,,1912,0,0,236
8600 BLOCK LEIGHTON AVE,5222,0,0,0,84,C3-001021,1948,1/4/2023,TUE,1/4/2022,1948,,,1948,0,0,237
4800 BLOCK GINNY AVE,5333,0,0,0,80,C3-001023,2014,1/4/2023,WED,1/4/2023,2012,WED,1/4/2023,2014,0,0,238
3400 BLOCK N 85TH ST,23300,0,0,0,17,C3-001027,2019,1/4/2023,WED,1/4/2023,2000,WED,1/4/2023,2019,0,0,239
5300 BLOCK BENTON ST,54111,0,0,0,80,C3-001028,2030,1/4/2023,SAT,12/31/2022,1700,SUN,1/1/2023,2030,0,0,240
CITY OF LINCOLN,24255,0,0,0,99,C3-001034,1931,1/4/2023,SAT,12/17/2022,1417,SAT,12/17/2022,1931,0,0,241
2600 BLOCK CORNHUSKER HWY,27111,26111,0,0,21,C3-001037,2052,1/4/2023,WED,1/4/2023,2045,WED,1/4/2023,2052,0,0,242
3000 BLOCK ARLINGTON AVE,9522,0,0,0,82,C3-001039,2118,1/4/2023,WED,1/4/2023,2110,WED,1/4/2023,2118,0,0,243
300 BLOCK BLUE FLAME RD,42000,0,0,0,80,C3-001046,2128,1/4/2023,WED,1/4/2023,2115,WED,1/4/2023,2128,0,200,244
3100 BLOCK NORTH HILL RD,61000,0,0,0,84,C3-001047,2142,1/4/2023,TUE,1/4/2022,1250,TUE,1/4/2022,2142,0,0,245
1300 BLOCK SOUTH ST,27111,0,0,0,25,C3-001061,2349,1/4/2023,WED,1/4/2023,2349,,,2349,0,0,246
2300 BLOCK E ST,12000,0,0,0,83,C3-001064,55,1/5/2023,THU,1/5/2023,40,THU,1/5/2023,55,0,0,247
400 BLOCK BLUE FLAME RD,8333,0,0,0,80,C3-001068,120,1/5/2023,THU,1/5/2023,100,THU,1/5/2023,120,0,0,248
800 BLOCK HANNEMAN DR,23500,0,0,0,84,C3-001075,201,1/5/2023,THU,1/5/2023,120,THU,1/5/2023,201,0,0,249
700 BLOCK W GARFIELD ST,23500,0,0,0,1,C3-001089,456,1/5/2023,WED,1/5/2022,0,WED,1/5/2022,456,0,0,250
9300 BLOCK WISHING WELL DR,12000,0,0,0,80,C3-000519,31,1/3/2023,TUE,1/3/2023,31,,,31,0,0,251
3200 BLOCK N 70TH ST,5222,0,0,0,3,C3-001095,649,1/5/2023,THU,1/5/2023,630,THU,1/5/2023,649,0,0,252
3000 BLOCK PINE LAKE RD,23300,0,0,0,17,C3-001260,1856,1/5/2023,THU,1/5/2023,1739,THU,1/5/2023,1856,0,0,253
6900 BLOCK CORNHUSKER HWY,5222,0,0,0,50,C3-001261,1908,1/5/2023,THU,1/5/2023,1850,THU,1/5/2023,1908,0,0,254
900 BLOCK WASHINGTON ST,13000,0,0,0,84,C3-001263,1927,1/5/2023,THU,1/5/2023,1900,THU,1/5/2023,1927,0,0,255
100 BLOCK Q ST,27444,0,0,0,76,C3-001264,1930,1/5/2023,THU,1/5/2023,1900,THU,1/5/2023,1930,0,0,256
5200 BLOCK W CHADDERTON CIR,24255,0,0,0,80,C3-001265,1929,1/5/2023,THU,1/5/2023,1706,,,1929,0,0,257
100 BLOCK N 9TH ST,23500,0,0,0,86,C3-001268,1952,1/5/2023,THU,1/5/2023,1930,THU,1/5/2023,1952,0,0,258
900 BLOCK D ST,11300,0,0,0,84,C3-001269,1858,1/5/2023,WED,1/4/2023,1753,THU,1/5/2023,1858,0,0,259
INTERNET,29500,0,0,0,69,C3-001276,1918,1/5/2023,THU,1/5/2023,1500,THU,1/5/2023,1918,0,0,260
2400 BLOCK N. 33RD ST,23600,42000,0,0,15,C3-001280,2024,1/5/2023,FRI,7/1/2022,1,THU,12/15/2022,2024,0,100,261
3800 BLOCK VINE ST,5222,0,0,0,80,C3-001285,2053,1/5/2023,THU,1/5/2023,2045,THU,1/5/2023,2053,0,0,262
3800 BLOCK SAINT PAUL AVE,5111,0,0,0,84,C3-001288,2053,1/5/2023,THU,1/5/2023,2040,THU,1/5/2023,2053,0,0,263
1200 BLOCK PEACH ST,24000,0,0,0,80,C3-001297,2139,1/5/2023,TUE,11/29/2022,1,THU,1/5/2023,2139,0,0,264
7200 BLOCK BUCKINGHAM DR,6000,0,0,0,84,C3-001306,2241,1/5/2023,THU,1/5/2023,2230,THU,1/5/2023,2241,0,0,265
1300 BLOCK N 9TH ST,13000,0,0,0,84,C3-001311,2255,1/5/2023,THU,1/5/2023,2230,THU,1/5/2023,2255,0,0,266
4100 BLOCK TOUZALIN AVE,61000,0,0,0,80,C3-001315,2323,1/5/2023,THU,1/5/2023,2250,THU,1/5/2023,2323,0,0,267
700 BLOCK P ST,37000,0,0,0,1,C3-001317,2352,1/5/2023,THU,1/5/2023,2347,THU,1/5/2023,2352,0,0,268
2300 BLOCK S 16TH ST,24255,0,0,0,97,C3-001319,2340,1/5/2023,THU,1/5/2023,2253,THU,1/5/2023,2340,0,0,269
900 BLOCK W O ST,27111,0,0,0,25,C3-001321,28,1/6/2023,THU,1/5/2023,2359,FRI,1/6/2023,28,0,0,270
900 BLOCK O ST,27111,26111,0,0,3,C3-001334,143,1/6/2023,FRI,1/6/2023,140,FRI,1/6/2023,143,0,0,271
2500 BLOCK TAMARIN RIDGE RD,25111,0,0,0,86,C3-001339,216,1/6/2023,,1/6/2023,120,,,216,0,0,272
5600 BLOCK ROOSE ST,56366,0,0,0,84,C3-001340,221,1/6/2023,FRI,1/6/2023,200,FRI,1/6/2023,221,0,0,273
5500 BLOCK SHADY CREEK CT,5222,0,0,0,84,C3-001352,413,1/6/2023,FRI,1/6/2023,320,FRI,1/6/2023,413,0,0,274
300 BLOCK S 50TH ST,41000,0,0,0,1,C3-001360,500,1/6/2023,FRI,1/6/2023,445,FRI,1/6/2023,500,0,0,275
6300 BLOCK KEARNEY AVE,23600,42000,0,0,80,C3-001361,459,1/6/2023,FRI,1/6/2023,456,FRI,1/6/2023,459,0,1000,276
800 BLOCK S 12TH ST,42000,0,0,0,84,C3-001370,709,1/6/2023,THU,1/5/2023,1700,FRI,1/6/2023,709,0,5,277
5000 BLOCK DUDLEY ST,23500,0,0,0,80,C3-001372,727,1/6/2023,FRI,1/6/2023,430,FRI,1/6/2023,727,0,0,278
2500 BLOCK N 45TH ST,41000,0,0,0,80,C3-001377,751,1/6/2023,FRI,1/6/2023,751,,,751,0,0,279
5000 BLOCK DUDLEY ST,23500,0,0,0,1,C3-001380,801,1/6/2023,FRI,1/6/2023,430,FRI,1/6/2023,801,0,0,280
1100 BLOCK S 48TH ST,54111,0,0,0,89,C3-001384,837,1/6/2023,TUE,12/20/2022,1100,TUE,12/20/2022,837,0,0,281
INSTAGRAM,12000,0,0,0,69,C3-001390,853,1/6/2023,WED,1/5/2022,UNK,THU,1/6/2022,853,0,0,282
3000 BLOCK S 13TH ST,9522,0,0,0,80,C3-001391,843,1/6/2023,FRI,1/6/2023,0,FRI,1/6/2023,843,0,0,283
CITY OF LINCOLN,5222,0,0,0,99,C3-001401,947,1/6/2023,WED,12/21/2022,,WED,12/21/2022,947,0,0,284
1800 BLOCK NW 46TH ST,5222,42000,9000,0,80,C3-001402,945,1/6/2023,FRI,1/6/2023,745,FRI,1/6/2023,945,0,300,285
1400 BLOCK SOUTH ST,5222,0,0,0,74,C3-001403,949,1/6/2023,FRI,1/6/2023,920,FRI,1/6/2023,949,0,0,286
300 BLOCK S 13TH ST,54333,0,0,0,86,C3-001406,1005,1/6/2023,FRI,1/6/2023,1005,,,1005,0,0,287
1300 BLOCK CLAREMONT ST,41000,0,0,0,80,C3-001413,1043,1/6/2023,FRI,1/6/2023,1030,FRI,1/6/2023,1043,0,0,288
4400 BLOCK MOHAWK ST,41000,0,0,0,80,C3-001416,1053,1/6/2023,WED,1/5/2022,2200,THU,1/6/2022,1053,0,0,289
600 BLOCK S 18TH ST,23700,42000,0,0,84,C3-001418,1104,1/6/2023,THU,12/1/2022,1,FRI,1/6/2023,1104,0,250,290
600 BLOCK CAPITOL AVE,23400,0,0,0,84,C3-001423,1118,1/6/2023,SUN,11/6/2022,,,,1118,0,0,291
1900 BLOCK NW 53RD ST,23500,0,0,0,1,C3-001428,1151,1/6/2023,WED,10/1/2014,0,FRI,10/31/2014,1151,0,0,292
4600 BLOCK BRIARPARK DR,13000,0,0,0,84,C3-000524,114,1/3/2023,TUE,1/3/2023,30,TUE,1/3/2023,114,0,0,293
1500 BLOCK N 27TH ST,9000,0,0,0,3,C3-001429,1150,1/6/2023,FRI,1/6/2023,1130,FRI,1/6/2023,1150,0,0,294
1000 BLOCK O ST,11200,0,0,0,84,C3-001431,1122,1/6/2023,THU,12/29/2022,1,FRI,1/6/2023,1122,0,0,295
4900 BLOCK W MATHIS ST,23500,0,0,0,82,C3-001432,1156,1/6/2023,WED,1/4/2023,1200,FRI,1/6/2023,1156,0,0,296
7200 BLOCK A ST,23600,42000,0,0,10,C3-001433,1203,1/6/2023,FRI,1/6/2023,750,FRI,1/6/2023,1203,0,300,297
S 21ST ST / F ST,27111,0,0,0,1,C3-001441,1225,1/6/2023,FRI,1/6/2023,1225,,,1225,0,0,298
200 BLOCK S 70TH ST,29500,0,0,0,35,C3-001444,1245,1/6/2023,FRI,2/4/2022,800,FRI,2/18/2022,1245,0,0,299
1600 BLOCK N 29TH ST,9700,0,0,0,82,C3-001446,1303,1/6/2023,FRI,1/6/2023,1130,FRI,1/6/2023,1303,0,0,300
5800 BLOCK N 33RD ST,5222,0,0,0,90,C3-001447,1306,1/6/2023,FRI,1/6/2023,1230,FRI,1/6/2023,1306,0,0,301
OMAHA NEBRASKA,31100,0,0,0,24,C3-001456,1333,1/6/2023,SUN,12/11/2022,600,SUN,12/11/2022,1333,0,0,302
700 BLOCK PENROSE DR,5222,0,0,0,89,C3-001458,1337,1/6/2023,FRI,1/6/2023,1042,FRI,1/6/2023,1337,0,0,303
8200 BLOCK O ST,29500,17400,0,0,36,C3-001113,907,1/5/2023,THU,1/5/2023,727,,,907,0,0,304
3900 BLOCK TOUZALIN,9000,0,0,0,80,C3-001114,905,1/5/2023,SAT,12/31/2022,1500,THU,1/5/2023,905,0,0,305
1800 BLOCK KNOX ST,5111,0,0,0,84,C3-001122,923,1/5/2023,SAT,12/31/2022,700,THU,1/5/2023,923,0,0,306
CITY OF LINCOLN,27666,0,0,0,99,C3-001123,951,1/5/2023,MON,3/28/2022,1721,TUE,3/29/2022,951,0,0,307
1800 BLOCK WASHINGTON ST,13000,0,0,0,83,C3-001125,954,1/5/2023,THU,1/5/2023,800,THU,1/5/2023,954,0,0,308
800 BLOCK S 8TH ST,5222,0,0,0,89,C3-001127,1009,1/5/2023,THU,1/5/2023,948,THU,1/5/2023,1009,0,0,309
400 BLOCK N 44TH ST,11200,0,0,0,84,C3-001128,919,1/5/2023,THU,1/5/2023,919,,,919,0,0,310
8500 BLOCK FREMONT ST,23900,0,0,0,84,C3-001136,1045,1/5/2023,FRI,12/23/2022,800,MON,1/2/2023,1045,0,0,311
3300 BLOCK APPLE ST,5222,0,0,0,82,C3-001139,1022,1/5/2023,THU,1/5/2023,1021,,,1022,0,0,312
4200 BLOCK NORMAL BLVD,56366,0,0,0,84,C3-001140,1105,1/5/2023,WED,1/4/2023,700,WED,1/4/2023,1105,0,0,313
1000 BLOCK C ST,37000,0,0,0,82,C3-001143,1058,1/5/2023,THU,1/5/2023,1045,THU,1/5/2023,1058,0,0,314
CITY OF LINCOLN,29410,0,0,0,99,C3-001145,1119,1/5/2023,THU,1/5/2023,1119,,,1119,0,0,315
1400 BLOCK SO 20TH,9400,0,0,0,84,C3-001148,1125,1/5/2023,THU,1/5/2023,830,THU,1/5/2023,1125,0,0,316
6800 BLOCK P ST,54112,0,0,0,28,C3-001149,1126,1/5/2023,THU,1/5/2023,930,THU,1/5/2023,1126,0,0,317
1200 BLOCK F ST,12000,0,0,0,10,C3-001150,1140,1/5/2023,WED,1/5/2022,1120,WED,1/5/2022,1140,0,0,318
5300 BLOCK R ST,24244,0,0,0,84,C3-001151,1144,1/5/2023,THU,1/5/2023,1100,THU,1/5/2023,1144,0,0,319
1200 BLOCK A ST,52000,0,0,0,84,C3-001152,1147,1/5/2023,WED,1/5/2022,800,,,1147,0,0,320
1300 BLOCK S 16TH ST,61222,0,0,0,59,C3-001154,1150,1/5/2023,THU,1/5/2023,1125,THU,1/5/2023,1150,0,0,321
7800 BLOCK HOLDREGE ST,61222,0,0,0,59,C3-001155,1152,1/5/2023,THU,1/5/2023,1152,,,1152,0,0,322
200 BLOCK W BELMONT AVE,42000,0,0,0,1,C3-001156,1147,1/5/2023,WED,1/4/2023,2030,THU,1/5/2023,1147,0,500,323
4700 BLOCK N 27TH ST,54111,0,0,0,17,C3-001164,1233,1/5/2023,THU,1/5/2023,1200,THU,1/5/2023,1233,0,0,324
6000 BLOCK OLD CHENEY RD,24000,0,0,0,61,C3-001165,1232,1/5/2023,THU,1/5/2023,1215,,,1232,0,0,325
1300 BLOCK LINCOLN MALL,5222,0,0,0,84,C3-001175,1308,1/5/2023,TUE,1/3/2023,900,TUE,1/3/2023,1308,0,0,326
1600 BLOCK PINE LAKE RD,23300,0,0,0,17,C3-001177,1321,1/5/2023,THU,1/5/2023,1241,THU,1/5/2023,1321,0,0,327
2900 BLOCK S 37TH ST,45111,0,0,0,90,C3-001186,1418,1/5/2023,THU,1/5/2023,1410,,,1418,0,150,328
6800 BLOCK O ST,61000,0,0,0,24,C3-001191,1422,1/5/2023,TUE,12/27/2022,0,THU,1/5/2023,1422,0,0,329
2000 BLOCK E ST,42000,0,0,0,84,C3-001193,1507,1/5/2023,THU,1/5/2023,1415,THU,1/5/2023,1507,0,1550,330
800 BLOCK KAREN DR,41000,0,0,0,1,C3-001194,1511,1/5/2023,THU,1/5/2023,147,THU,1/5/2023,1511,0,0,331
6400 BLOCK BALLARD AVE,5222,0,0,0,83,C3-001195,1523,1/5/2023,THU,1/5/2023,1500,THU,1/5/2023,1523,0,0,332
100 BLOCK O ST,27111,0,0,0,15,C3-001198,1512,1/5/2023,THU,1/5/2023,1430,THU,1/5/2023,1512,0,0,333
700 BLOCK W DAWES AVE,9522,0,0,0,80,C3-001206,1542,1/5/2023,SUN,1/1/2023,800,THU,1/5/2023,1542,0,0,334
1300 BLOCK SAUNDERS AVE,23900,0,0,0,80,C3-001208,1528,1/5/2023,WED,12/14/2022,1200,TUE,1/4/2022,1528,0,0,335
3600 BLOCK N 52ND ST,5222,0,0,0,2,C3-001212,1608,1/5/2023,THU,1/5/2023,1510,THU,1/5/2023,1608,0,0,336
3400 BLOCK N 14TH ST,9000,0,0,0,88,C3-001217,1559,1/5/2023,THU,1/5/2023,1500,THU,1/5/2023,1559,0,0,337
5500 BLOCK S 31ST ST,40222,0,0,0,84,C3-001222,1623,1/5/2023,THU,1/5/2023,1600,THU,1/5/2023,1623,0,0,338
3500 BLOCK N 27TH ST,23300,0,0,0,22,C3-001223,1633,1/5/2023,FRI,12/30/2022,2034,FRI,12/30/2022,1633,0,0,339
500 BLOCK A ST,42000,0,0,0,99,C3-001224,1536,1/5/2023,THU,1/5/2023,800,THU,1/5/2023,1536,0,500,340
2000 BLOCK S 80TH ST,24000,0,0,0,80,C3-001225,1626,1/5/2023,WED,1/4/2023,400,,,1626,0,0,341
1700 BLOCK S 15TH ST,23500,0,0,0,83,C3-001228,1642,1/5/2023,WED,1/4/2023,2200,THU,1/5/2023,1642,0,0,342
8600 BLOCK AMBER HILL,23400,0,0,0,63,C3-001234,1654,1/5/2023,THU,1/5/2023,1030,THU,1/5/2023,1654,0,0,343
600 BLOCK S 10TH ST,35555,0,0,0,70,C3-001236,1710,1/5/2023,THU,12/1/2022,1,TUE,12/27/2022,1710,0,0,344
CITY OF LINCOLN,17100,0,0,0,99,C3-001238,1719,1/5/2023,SAT,6/12/2021,1,FRI,12/9/2022,1719,0,0,345
1500 BLOCK S 20TH ST,11200,0,0,0,84,C3-001246,1750,1/5/2023,SUN,12/25/2022,1200,THU,1/5/2023,1750,0,0,346
1700 BLOCK M ST,5222,0,0,0,86,C3-001247,1752,1/5/2023,THU,1/5/2023,1700,THU,1/5/2023,1752,0,0,347
2600 BLOCK CORNHUSKER HWY,23300,0,0,0,21,C3-001248,1814,1/5/2023,THU,1/5/2023,1800,THU,1/5/2023,1814,0,0,348
CITY OF LINCOLN,54111,0,0,0,99,C3-001250,1830,1/5/2023,FRI,12/23/2022,800,FRI,12/23/2022,1830,0,0,349
8700 BLOCK ANDERMATT DR,51000,0,0,0,44,C3-001251,1836,1/5/2023,THU,11/10/2022,1220,SAT,12/24/2022,1836,0,0,350
6800 BLOCK S 89TH ST,24000,0,0,0,82,C3-001254,1843,1/5/2023,TUE,1/3/2023,1700,THU,1/5/2023,1843,0,0,351
1500 BLOCK S 19TH ST,23900,0,0,0,80,C3-001256,1801,1/5/2023,THU,1/5/2023,1130,THU,1/5/2023,1801,0,0,352
600 BLOCK PLUM ST,12311,0,0,0,82,C3-000525,50,1/3/2023,TUE,1/3/2023,50,,,50,0,0,353
4900 BLOCK S 48TH ST,24255,0,0,0,84,C3-000528,139,1/3/2023,TUE,1/3/2023,59,,,139,0,0,354
7500 BLOCK BRUMMOND DR,12000,0,0,0,80,C3-000531,230,1/3/2023,TUE,1/3/2023,230,,,230,0,0,355
5200 BLOCK HARTLEY ST,5333,0,0,0,80,C3-000533,254,1/3/2023,TUE,1/3/2023,245,TUE,1/3/2023,254,0,0,356
2600 BLOCK S 8TH ST,25111,0,0,0,80,C3-000540,346,1/3/2023,,1/2/2023,1600,,,346,0,0,357
800 BLOCK FOXCROFT CT,6000,0,0,0,84,C3-000548,622,1/3/2023,FRI,12/23/2022,900,TUE,1/3/2023,622,0,50,358
1600 BLOCK S 20TH ST,23600,0,0,0,83,C3-000549,653,1/3/2023,THU,12/1/2022,0,MON,1/2/2023,653,0,0,359
2700 BLOCK FLETCHER AVE,6000,0,0,0,37,C3-000561,747,1/3/2023,TUE,1/3/2023,21,MON,1/3/2022,747,0,0,360
5100 BLOCK VINE ST,41000,0,0,0,84,C3-000566,832,1/3/2023,TUE,1/3/2023,1,TUE,1/3/2023,832,0,0,361
8600 BLOCK FIRETHORN LN,11200,0,0,0,76,C3-000575,854,1/3/2023,TUE,1/3/2023,700,TUE,1/3/2023,854,0,0,362
4600 BLOCK PRESCOTT AVE,12401,0,0,0,76,C3-000577,904,1/3/2023,TUE,1/3/2023,850,TUE,1/3/2023,904,0,0,363
5100 BLOCK VINE ST,23800,42000,0,0,84,C3-000578,909,1/3/2023,MON,1/2/2023,700,TUE,1/3/2023,909,0,10,364
5000 BLOCK N 27TH ST,29200,0,0,0,61,C3-000579,852,1/3/2023,THU,9/1/2022,1200,SAT,10/1/2022,852,0,0,365
4200 BLOCK MOHAWK ST,23500,0,0,0,1,C3-000581,902,1/3/2023,MON,1/2/2023,1730,TUE,1/3/2023,902,0,0,366
3400 BLOCK N 85TH ST,24244,0,0,0,28,C3-000584,910,1/3/2023,TUE,1/3/2023,830,TUE,1/3/2023,910,0,0,367
5100 BLOCK VINE ST,23600,0,0,0,84,C3-000591,915,1/3/2023,TUE,1/3/2023,1,TUE,1/3/2023,915,0,0,368
5500 BLOCK SHADY CREEK CT,13000,0,0,0,84,C3-000594,935,1/3/2023,TUE,1/3/2023,900,TUE,1/3/2023,935,0,0,369
5300 BLOCK S 93RD PL,11300,0,0,0,80,C3-000595,932,1/3/2023,MON,1/2/2023,2300,TUE,1/3/2023,932,0,0,370
300 BLOCK N 44TH ST,6000,0,0,0,84,C3-000598,936,1/3/2023,MON,1/2/2023,1230,TUE,1/3/2023,936,0,200,371
3100 BLOCK S 72ND ST,29510,0,0,0,84,C3-000602,1000,1/3/2023,TUE,12/20/2022,1700,THU,12/29/2022,1000,0,0,372
4000 BLOCK N 48TH ST,23900,0,0,0,37,C3-000605,1001,1/3/2023,SAT,12/31/2022,1400,TUE,1/3/2023,1001,0,0,373
3300 BLOCK OX BOW CIR,29400,42000,23900,0,62,C3-000607,918,1/3/2023,MON,8/1/2022,700,TUE,1/3/2023,918,0,40,374
300 BLOCK N 44TH ST,6000,0,0,0,84,C3-000609,938,1/3/2023,MON,1/2/2023,1230,TUE,1/3/2023,938,0,700,375
6800 BLOCK LEIGHTON AVE,13000,0,0,0,80,C3-000614,1054,1/3/2023,SAT,12/31/2022,1100,TUE,1/3/2023,1054,0,0,376
100 BLOCK Q ST,23400,0,0,0,72,C3-000618,954,1/3/2023,SUN,1/1/2023,600,TUE,1/3/2023,954,0,0,377
2000 BLOCK NW 58TH ST,9533,0,0,0,80,C3-000622,1000,1/3/2023,MON,1/2/2023,730,,,1000,0,0,378
300 BLOCK N 44TH ST,23500,42000,0,0,84,C3-000634,1130,1/3/2023,SAT,12/31/2022,100,TUE,1/3/2023,1130,0,200,379
300 BLOCK S 26TH ST,9000,0,0,0,80,C3-000636,1154,1/3/2023,WED,11/9/2022,1,TUE,1/3/2023,1154,0,0,380
300 BLOCK N 33RD ST,23900,0,0,0,80,C3-000644,1146,1/3/2023,MON,1/2/2023,1125,,,1146,0,0,381
2200 BLOCK W Q ST,61000,0,0,0,84,C3-000650,1255,1/3/2023,MON,1/2/2023,2200,TUE,1/3/2023,1255,0,0,382
1550 S CODDINGTON AVE TRUE VAL,23300,0,0,0,22,C3-000651,1257,1/3/2023,MON,1/2/2023,1815,MON,1/2/2023,1257,0,0,383
