VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/08/15 00:00:00+00,78,W,M,1723,2019006137,1,,22,O,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31551
2019/08/15 00:00:00+00,20,W,M,1807,LB639202,1,,S 33,N,O,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,31552
2019/08/15 00:00:00+00,20,W,M,1807,LB639202,2,,S 33,N,O,1410,REAR VIEW MIRROR,C,31553
2019/08/14 00:00:00+00,57,W,M,2120,LB640699,1,,NW 12,CORNHUSKER,ADAMS,2167,IMPROPER REGISTRATION,C,31554
2019/08/14 00:00:00+00,27,H,M,1240,LB632669,1,,S 10,H,K,2167,IMPROPER REGISTRATION,C,31555
2019/08/14 00:00:00+00,52,W,M,1256,LB632670,1,,K,S 10,S 14,2167,IMPROPER REGISTRATION,C,31556
2019/08/15 00:00:00+00,27,W,F,847,LB632672,1,,O,32,33,2167,IMPROPER REGISTRATION,C,31557
2019/08/15 00:00:00+00,29,W,F,1904,2019006139,1,,2601 NORMAN,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31558
2019/08/15 00:00:00+00,66,B,M,1938,2019006141,1,,S 13,F,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31559
2019/08/15 00:00:00+00,37,W,F,2121,2019006143,1,,2226 R,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,31560
2019/08/16 00:00:00+00,28,B,M,148,2019006148,1,,1709 WASHINGTON,-,-,678,ARRESTED ON DISTRICT WARRANT,B,31561
2019/08/15 00:00:00+00,26,H,M,2024,2019006142,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31562
2019/08/15 00:00:00+00,54,H,M,1032,LB636126,1,,HOLDREGE,N 70,N 68,2167,IMPROPER REGISTRATION,C,31563
2019/08/15 00:00:00+00,54,H,M,1032,LB636126,2,,HOLDREGE,N 70,N 68,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31564
2019/08/17 00:00:00+00,20,W,M,210,2019006182,1,,N 36,HUNTINGTON,-,676,ARRESTED ON COUNTY WARRANT-MSD,B,31565
2019/08/17 00:00:00+00,26,B,M,41,LB635312,1,B9-075825,1339 O #1,-,-,9193,RESISTING ARREST,B,31566
2019/08/16 00:00:00+00,25,H,M,1208,LB642851,1,,N 70,RUSSELL,CORNHUSKER,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31567
2019/08/16 00:00:00+00,64,W,F,845,LB641717,1,,A,TALBOT,SICAMORE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31568
2019/08/15 00:00:00+00,19,W,F,1200,LB640072,1,B9-075185,6940 VAN DORN,-,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,31569
2019/08/16 00:00:00+00,27,B,M,1947,LB637121,1,B9-075741,3801 W O,-,-,12351,CRIMINAL MISCHIEF $0-500,C,31570
2019/08/16 00:00:00+00,35,W,F,1422,LB637119,1,B9-075592,4700 N 27,-,-,2228,STEAL GOODS OR MONEY < $500,C,31571
2019/08/15 00:00:00+00,61,W,M,1550,LB635287,1,B9-075255,N 17,Q,-,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,31572
2019/08/16 00:00:00+00,49,H,M,1919,LB641659,1,,N 1,CORNHUSKER,CHARLESTON,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31573
2019/08/13 00:00:00+00,53,H,F,1500,LB636376,1,B9-075114,8600 LEIGHTON,-,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,31574
2019/08/16 00:00:00+00,49,H,M,1919,LB641659,2,,N 1,CORNHUSKER,CHARLESTON,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31575
2019/08/13 00:00:00+00,53,H,F,1500,LB636376,2,B9-075114,8600 LEIGHTON,-,-,2112,NEGLIGENT DRIVING,C,31576
2019/08/13 00:00:00+00,53,H,F,1500,LB636376,3,B9-075114,8600 LEIGHTON,-,-,11586,NO VALID REGISTRATION,C,31577
2019/08/13 00:00:00+00,53,H,F,1500,LB636376,4,B9-075114,8600 LEIGHTON,-,-,11599,NO PROOF INSURANCE,C,31578
2019/08/15 00:00:00+00,41,W,F,1410,LB632673,1,B9-075215,S 16,L,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31579
2019/08/15 00:00:00+00,23,W,M,1952,LB638903,1,B9-075353,FREMONT,N 62,N 61,2112,NEGLIGENT DRIVING,C,31580
2019/08/15 00:00:00+00,22,B,F,827,LB636025,1,B9-075111,HOLDREGE,N 73,N 71,2112,NEGLIGENT DRIVING,C,31581
2019/08/15 00:00:00+00,40,W,F,927,LB640157,1,B9-075131,S 48,SUMNER,S COTNER,2112,NEGLIGENT DRIVING,C,31582
2019/08/15 00:00:00+00,48,W,M,1456,LB637118,1,B9-075230,2900 PINE LAKE,-,-,12310,"THEFT BY SHOPLIFTING $500-$1500, 2ND/SUBSQ",C,31583
2019/08/15 00:00:00+00,16,W,M,752,LB629849,1,B9-075108,S 56,WALTZ RD,OLD CHENEY,2112,NEGLIGENT DRIVING,C,31584
2019/08/15 00:00:00+00,26,W,M,1615,LB627213,1,B9-075267,N 11,ADAMS,-,1333,FAIL TO YIELD TO VEHICLE,C,31585
2019/08/15 00:00:00+00,22,W,M,1647,LB641087,1,B9-075279,S 27,FRANKLIN,-,2112,NEGLIGENT DRIVING,C,31586
2019/08/15 00:00:00+00,40,B,M,150,LB641401,1,B9-075075,1400 BLK,O,-,12337,THEFT OF SERVICES $0-500,C,31587
2019/08/15 00:00:00+00,39,W,M,2100,LB635414,1,B9-075377,S 14,N,-,2130,CONSUME IN PUBLIC,C,31588
2019/08/15 00:00:00+00,21,H,F,2329,LB632157,1,B9-075428,S 27,WOODSDALE,SHERIDAN,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31589
2019/08/15 00:00:00+00,21,H,F,2329,LB632157,2,B9-075428,S 27,WOODSDALE,SHERIDAN,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31590
2019/08/15 00:00:00+00,21,H,F,2329,LB632157,3,B9-075428,S 27,WOODSDALE,SHERIDAN,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31591
2019/08/16 00:00:00+00,45,W,M,0,LB622157,1,B9-075432,S 11,M,-,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,31592
2019/08/16 00:00:00+00,45,W,M,0,LB622157,2,B9-075432,S 11,M,-,2112,NEGLIGENT DRIVING,C,31593
2019/08/16 00:00:00+00,28,B,M,1047,2019006158,1,,3541 NW 15,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,31594
2019/08/14 00:00:00+00,28,W,M,2000,LB636754,1,B9-075189,528 S 27 #1,-,-,11801,POSS FIREARM BY A PROHIBITED PERSON,B,31595
2019/08/15 00:00:00+00,17,H,F,1515,LB637492,1,B9-075347,S 70,TETON,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,31596
2019/08/15 00:00:00+00,17,H,F,1515,LB637492,2,B9-075347,S 70,TETON,-,10794,FOLLOWING TOO CLOSELY,C,31597
2019/03/31 00:00:00+00,32,W,F,0,XX2190392,1,B9-048651,,,,12384,IDENTITY THEFT $1500-5000,C,31598
2019/08/16 00:00:00+00,37,W,F,1326,2019006159,1,,300 BLK C,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31599
2019/08/15 00:00:00+00,64,W,M,1806,LB637491,1,B9-075307,S 84,EAST POINTE,-,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,31600
2019/08/18 00:00:00+00,55,B,F,26,LB641662,2,,O,N ANTELOPE VALL,16,1556,OCCUPANT PROTECTION SYSTEM,C,31601
2019/08/19 00:00:00+00,35,B,F,749,LB633618,1,B9-076545,E,S 21,S 22,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31602
2019/08/17 00:00:00+00,35,W,F,222,LB635607,1,B9-075861,S 9,SOUTH,HARRISON,1875,"DRIVING UNDER INFLUENCE/.08, SECOND OFFENSE",C,31603
2019/08/20 00:00:00+00,39,W,F,800,2019006266,1,,S 17,A,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31604
2019/08/17 00:00:00+00,35,W,F,222,LB635607,2,B9-075861,S 9,SOUTH,HARRISON,2112,NEGLIGENT DRIVING,C,31605
2019/08/17 00:00:00+00,24,W,F,1405,LB634798,1,,S 70,MONTEREY,-,2167,IMPROPER REGISTRATION,C,31606
2019/08/17 00:00:00+00,35,W,F,222,LB635607,3,B9-075861,S 9,SOUTH,HARRISON,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,31607
2019/08/19 00:00:00+00,30,B,F,905,LB640164,1,B9-076576,S 27,L,M,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31608
2019/08/17 00:00:00+00,35,W,F,222,LB635607,4,B9-075861,S 9,SOUTH,HARRISON,2133,HAVE OPEN ALCOHOL CONTAINER,C,31609
2019/08/19 00:00:00+00,30,B,F,905,LB640164,2,B9-076576,S 27,L,M,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31610
2019/08/17 00:00:00+00,22,W,F,2019,LB636725,1,,ADAMS,CORNHUSKER,N 14,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31611
2019/08/19 00:00:00+00,30,B,F,905,LB640164,3,B9-076576,S 27,L,M,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,31612
2019/08/16 00:00:00+00,38,W,F,1148,LB636248,1,B9-075544,N 13,SHADOW MOSS,-,1875,"DRIVING UNDER INFLUENCE/.08, SECOND OFFENSE",C,31613
2019/08/19 00:00:00+00,48,W,M,1100,LB637522,1,,SALT CREEK,ANTELOPE VALLEY,-,2167,IMPROPER REGISTRATION,C,31614
2019/08/16 00:00:00+00,38,W,F,1148,LB636248,2,B9-075544,N 13,SHADOW MOSS,-,2112,NEGLIGENT DRIVING,C,31615
2019/08/19 00:00:00+00,24,W,F,2310,LB635292,1,,S 17,L,-,2167,IMPROPER REGISTRATION,C,31616
2019/08/17 00:00:00+00,19,W,F,1917,LB636723,1,,N 14,SUPERIOR,IRVING,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31617
2019/08/18 00:00:00+00,21,W,M,2038,LB640588,1,,VINE,N 37,N 40,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31618
2019/08/17 00:00:00+00,18,W,M,1900,LB636722,1,,N 14,SUPERIOR,IRVING,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31619
2019/08/16 00:00:00+00,50,W,F,2348,LB628825,2,,N 27,Y,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31620
2019/08/20 00:00:00+00,39,W,F,649,LB641605,1,B9-076876,S 17,WASHINGTON,A,1898,"SUSPENDED LICENSE, ELIGIBLE",B,31621
2019/08/18 00:00:00+00,42,B,M,1650,LB637174,2,B9-076385,2930 FLETCHER,#148,-,9462,CHILD ABUSE (M),B,31622
2019/08/17 00:00:00+00,39,A,M,1822,LB636721,1,,N 14,JUDSON,IRVING,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31623
2019/08/17 00:00:00+00,51,W,F,825,LB639931,1,B9-075893,1341 F,-,-,2037,LOITER AND TRESPASS,C,31624
2019/08/17 00:00:00+00,70,W,M,1812,LB636720,1,,N 14,SUPERIOR,IRVING,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31625
2019/08/17 00:00:00+00,28,W,M,227,LB641576,1,B9-075862,S 13,N,-,2001,DUI/.08 1ST OFFENSE >.15,C,31626
2019/08/17 00:00:00+00,28,W,M,227,LB641576,2,B9-075862,S 13,N,-,2112,NEGLIGENT DRIVING,C,31627
2019/08/17 00:00:00+00,23,U,F,1751,LB636719,1,,CORNHUSKER,N 27,-,2167,IMPROPER REGISTRATION,C,31628
2019/08/17 00:00:00+00,41,H,M,1112,LB636128,1,,S 27,SOUTH,CABLE,2167,IMPROPER REGISTRATION,C,31629
2019/08/16 00:00:00+00,28,B,F,2231,LB638631,1,B9-075783,S 17,F,-,2119,POSSESS DRUG PARAPHERNALIA,C,31630
2019/08/16 00:00:00+00,28,B,F,2231,LB638631,2,B9-075783,S 17,F,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31631
2019/08/17 00:00:00+00,51,W,F,1622,LB640585,1,,CORNHUSKER,N 70,N 56,2167,IMPROPER REGISTRATION,C,31632
2019/08/16 00:00:00+00,66,W,M,1702,LB638010,1,B9-075665,S 45,RANDOLPH,J,2001,DUI/.08 1ST OFFENSE >.15,C,31633
2019/08/16 00:00:00+00,66,W,M,1702,LB638010,2,B9-075665,S 45,RANDOLPH,J,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,31634
2019/08/16 00:00:00+00,17,W,M,2134,LB637784,1,,O,S 42,S 40,2167,IMPROPER REGISTRATION,C,31635
2019/08/19 00:00:00+00,20,H,M,2230,LB637581,4,B9-076486,N 27,HOLDREGE,DUDLEY,1556,OCCUPANT PROTECTION SYSTEM,C,31636
2019/08/16 00:00:00+00,17,H,M,2206,LB637785,1,,O,S 48,S 42,2167,IMPROPER REGISTRATION,C,31637
2019/08/16 00:00:00+00,26,B,F,2231,LB638632,1,B9-075783,S 17,F,-,2119,POSSESS DRUG PARAPHERNALIA,C,31638
2019/08/16 00:00:00+00,26,B,F,2231,LB638632,2,B9-075783,S 17,F,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31639
2019/08/17 00:00:00+00,71,A,M,36,LB635606,1,B9-075827,CAPITOL BEACH,W O,-,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,31640
2019/08/17 00:00:00+00,71,A,M,36,LB635606,2,B9-075827,CAPITOL BEACH,W O,-,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31641
2019/08/16 00:00:00+00,74,W,M,1521,LB637230,1,B9-075827,48,O,-,2167,IMPROPER REGISTRATION,C,31642
2019/08/18 00:00:00+00,25,W,F,43,LB641719,1,B9-076183,S 16,L,-,2001,DUI/.08 1ST OFFENSE >.15,C,31643
2019/08/18 00:00:00+00,25,W,F,43,LB641719,2,B9-076183,S 16,L,-,2206,IMPROPER LEFT TURN,C,31644
2019/08/16 00:00:00+00,17,B,M,710,LB640073,1,,O,COTNER,EASTRIDGE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31645
2019/08/16 00:00:00+00,18,W,M,825,LB640075,1,,O,COTNER,EASTRIDGE,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,31646
2019/08/16 00:00:00+00,18,W,M,825,LB640075,2,,O,COTNER,EASTRIDGE,1556,OCCUPANT PROTECTION SYSTEM,C,31647
2019/08/16 00:00:00+00,18,W,M,825,LB640075,3,,O,COTNER,EASTRIDGE,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,31648
2019/08/17 00:00:00+00,27,W,F,900,LB640101,1,,S 56,BANCROFT,NEERPARK,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31649
2019/08/18 00:00:00+00,45,W,M,110,LB642952,1,B9-076192,S 56,VAN DORN,BROOKVIEW,2001,DUI/.08 1ST OFFENSE >.15,C,31650
2019/08/18 00:00:00+00,45,W,M,110,LB642952,2,B9-076192,S 56,VAN DORN,BROOKVIEW,1345,FAIL TO SIGNAL TURN,C,31651
2019/08/18 00:00:00+00,45,W,M,110,LB642952,3,B9-076192,S 56,VAN DORN,BROOKVIEW,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31652
2019/08/17 00:00:00+00,23,W,F,925,LB640102,1,,S 56,BANCROFT,NEERPARK,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31653
2019/08/17 00:00:00+00,29,W,M,1245,LB635543,1,,S 70,CROSS CREEK,OLD CHENEY,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,31654
2019/08/18 00:00:00+00,51,H,M,132,LB635608,1,B9-076205,25,O,-,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,31655
2019/08/18 00:00:00+00,51,H,M,132,LB635608,2,B9-076205,25,O,-,1373,REFUSE PRELIMINARY BREATH TEST,C,31656
2019/08/18 00:00:00+00,51,H,M,132,LB635608,3,B9-076205,25,O,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31657
2019/08/18 00:00:00+00,51,H,M,132,LB635608,4,B9-076205,25,O,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31658
2019/08/10 00:00:00+00,24,W,F,2009,LB638006,1,,VAN DORN,S 48,S 46,2167,IMPROPER REGISTRATION,C,31659
2019/08/18 00:00:00+00,24,B,F,304,LB636172,1,B9-076220,N 48,MADISON,ST PAUL,1898,"SUSPENDED LICENSE, ELIGIBLE",C,31660
2019/08/18 00:00:00+00,24,B,F,304,LB636172,2,B9-076220,N 48,MADISON,ST PAUL,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,31661
2019/08/16 00:00:00+00,20,B,F,1645,LB638008,1,,SOUTH,S 48,S 44,2167,IMPROPER REGISTRATION,C,31662
2019/08/11 00:00:00+00,41,W,F,2004,LB638007,1,,BROADMOORE,SOUTH,-,1331,VIOLATE STOP SIGN,C,31663
2019/08/19 00:00:00+00,31,W,F,836,LB642062,1,,S 84,LANCASHIRE,N HAZELWOOD,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31664
2019/08/16 00:00:00+00,37,W,M,1658,LB638009,1,,A,S 48,S 52,2167,IMPROPER REGISTRATION,C,31665
2019/08/19 00:00:00+00,19,B,F,57,LB632520,2,B9-076509,2555 O,EZ GO,-,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",C,31666
2019/08/20 00:00:00+00,39,W,F,649,LB641605,2,B9-076876,S 17,WASHINGTON,A,2112,NEGLIGENT DRIVING,B,31667
2019/08/19 00:00:00+00,31,W,F,836,LB642062,2,,S 84,LANCASHIRE,N HAZELWOOD,1556,OCCUPANT PROTECTION SYSTEM,C,31668
2019/08/19 00:00:00+00,55,W,F,754,LB623988,1,,A,SYCAMORE,TALBOT,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31669
2019/08/19 00:00:00+00,19,B,M,1425,LB634191,1,B9-076670,S 11,GARFIELD,WASHINGTON,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,31670
2019/08/19 00:00:00+00,19,B,M,1425,LB634191,2,B9-076670,S 11,GARFIELD,WASHINGTON,11930,USE HANDHELD COMM DEVICE WHILE DRIVING,C,31671
2019/08/19 00:00:00+00,19,B,M,1425,LB634191,3,B9-076670,S 11,GARFIELD,WASHINGTON,2112,NEGLIGENT DRIVING,C,31672
2019/08/19 00:00:00+00,30,W,F,811,LB623989,1,,S 84,PINEDALE,NORVAL,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31673
2019/08/19 00:00:00+00,32,W,F,822,LB623990,1,,S 84,PINEDALE,NORVAL,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31674
2019/08/19 00:00:00+00,32,W,F,822,LB623990,2,,S 84,PINEDALE,NORVAL,1556,OCCUPANT PROTECTION SYSTEM,C,31675
2019/08/19 00:00:00+00,20,B,M,830,2019006230,1,,1738 S 14,-,-,678,ARRESTED ON DISTRICT WARRANT,B,31676
2019/08/19 00:00:00+00,26,W,F,2312,2019006255,1,,3440 PORTIA,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,31677
2019/08/19 00:00:00+00,34,W,F,840,LB623991,1,,S 84,LANCASHIRE,N HAZELWOOD,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,31678
2019/08/19 00:00:00+00,34,W,F,840,LB623991,2,,S 84,LANCASHIRE,N HAZELWOOD,1556,OCCUPANT PROTECTION SYSTEM,C,31679
2019/08/20 00:00:00+00,28,W,M,58,2019006257,1,,S 16,WASHINGTON,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,31680
2019/08/20 00:00:00+00,52,B,M,522,2019006263,1,,S 26,A,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,31681
2019/08/19 00:00:00+00,28,W,F,850,LB623992,1,,S 84,LANCASHIRE,N HAZELWOOD,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31682
2019/08/19 00:00:00+00,28,W,F,850,LB623992,2,,S 84,LANCASHIRE,N HAZELWOOD,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,31683
2019/08/17 00:00:00+00,65,W,M,2146,LB638353,1,B9-076139,4420 PAWNEE,-,-,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,31684
2019/08/17 00:00:00+00,65,W,M,2146,LB638353,2,B9-076139,4420 PAWNEE,-,-,1373,REFUSE PRELIMINARY BREATH TEST,C,31685
2019/08/17 00:00:00+00,65,W,M,2146,LB638353,3,B9-076139,4420 PAWNEE,-,-,1374,"REFUSE CHEMICAL TEST, FIRST OFFENSE",C,31686
2019/08/17 00:00:00+00,65,W,M,2146,LB638353,4,B9-076139,4420 PAWNEE,-,-,2111,RECKLESS DRIVING,C,31687
2019/08/19 00:00:00+00,19,W,F,1008,LB623993,1,,S 84,A,NAVAJO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31688
2019/08/19 00:00:00+00,33,W,F,2320,LB635294,1,B9-076847,S 33,RANDOLPH,-,2125,POSSESS MARIJUANA 1 OZ OR LESS/3RD,C,31689
2019/08/19 00:00:00+00,33,W,F,2320,LB635294,2,B9-076847,S 33,RANDOLPH,-,2119,POSSESS DRUG PARAPHERNALIA,C,31690
2019/08/19 00:00:00+00,45,W,M,1025,LB623994,1,,S 84,A,NAVAJO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31691
2019/08/19 00:00:00+00,41,W,F,1040,LB623995,1,,S 84,A,NAVAJO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31692
2019/08/19 00:00:00+00,36,W,M,1058,LB623996,1,,S 84,A,NAVAJO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31693
2019/08/10 00:00:00+00,34,W,F,1157,LB640490,1,B9-073477,1209 ADAMS,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,31694
2019/08/19 00:00:00+00,39,W,M,1410,LB623997,1,,S 56,VAN DORN,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31695
2019/08/19 00:00:00+00,36,W,M,1427,LB623998,1,,S 84,HIGH,VAN DORN,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,31696
2019/08/19 00:00:00+00,32,W,F,1442,LB623999,1,,S 56,HIGH,VAN DORN,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31697
2019/08/19 00:00:00+00,19,B,M,1456,LB624000,1,,S 56,VAVAK,QUAIL RIDGE,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31698
2019/08/19 00:00:00+00,55,W,F,1550,LB631794,1,,SOUTH,WINTHROP,S 28,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,31699
2019/08/19 00:00:00+00,19,H,M,738,LB642905,1,,S 16,SOUTH,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31700
2019/08/19 00:00:00+00,23,W,M,1509,LB642907,1,,O,26,23,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31701
2019/08/19 00:00:00+00,23,W,M,1509,LB642907,2,,O,26,23,1556,OCCUPANT PROTECTION SYSTEM,C,31702
2019/08/19 00:00:00+00,17,W,F,833,LB642906,1,,S 33,STOCKWELL,CALVERT,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,31703
2019/08/18 00:00:00+00,35,W,M,1100,LB635389,1,B9-076882,834 S 12 #1,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,31704
2019/03/04 00:00:00+00,35,W,M,1,LB635388,1,B9-072680,CITY OF LINCOLN,-,-,12354,"FORGERY, 2ND DEG  $500-1500",C,31705
2019/08/15 00:00:00+00,23,W,F,1818,LB624249,1,B9-075310,S 70,FIRETHORN,-,2112,NEGLIGENT DRIVING,C,31706
2019/08/18 00:00:00+00,85,W,M,1011,LB634799,1,B9-076272,CAPITOL,A,D,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,31707
2019/08/16 00:00:00+00,22,W,M,2320,LB628824,1,,38,O,-,2167,IMPROPER REGISTRATION,C,31708
2019/08/18 00:00:00+00,42,B,M,1650,LB637174,3,B9-076385,2930 FLETCHER,#148,-,11391,CRIMINAL MISCHIEF $500-1500,B,31709
2019/08/19 00:00:00+00,30,I,F,800,LB641252,1,B9-076546,1626 D,-,-,2037,LOITER AND TRESPASS,C,31710
2019/08/18 00:00:00+00,21,W,M,1018,LB635580,1,,N 17,Y,-,2167,IMPROPER REGISTRATION,C,31711
2019/08/19 00:00:00+00,31,W,F,1153,LB601105,1,,S 84,NAVAJO,A,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,31712
2019/08/17 00:00:00+00,54,W,F,1500,LB639935,1,B9-076287,I-180,I-180,SUPERIOR,2112,NEGLIGENT DRIVING,C,31713
2019/08/17 00:00:00+00,37,B,M,1500,LB639934,1,B9-076287,I 180,I 180,SUPERIOR,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,31714
2019/08/16 00:00:00+00,21,W,M,2234,LB637493,1,B9-075777,S 48,SOUTH,-,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,31715
2019/08/17 00:00:00+00,17,W,M,210,LB631818,1,B9-075855,SOUTH,S 40,S 41,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,31716
2019/08/17 00:00:00+00,81,W,F,1856,LB637494,1,B9-076059,S 40,HIGH,-,1333,FAIL TO YIELD TO VEHICLE,C,31717
2019/08/17 00:00:00+00,46,B,M,1220,LB631192,1,B9-075957,SUPERIOR,INDUSTRIAL,N 27,2112,NEGLIGENT DRIVING,C,31718
2019/08/18 00:00:00+00,53,B,M,1720,LB632686,1,B9-076393,2954 APPLE,-,-,9634,TERRORISTIC THREAT,B,31719
2019/08/18 00:00:00+00,53,B,M,1720,LB632686,2,B9-076393,2954 APPLE,-,-,11796,USE OF A DEADLY WEAPON TO COMMIT A FELONY,B,31720
2019/08/15 00:00:00+00,61,W,F,1800,LB635544,1,B9-076273,7151 STACY,HYVEE,-,12309,THEFT BY SHOPLIFTING $0-$500,C,31721
2019/08/09 00:00:00+00,53,W,F,2212,LB637289,1,B9-073270,902 S 39,-,-,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",C,31722
2019/08/18 00:00:00+00,30,W,F,943,LB636250,1,B9-076267,N 1,WILLIAM,IRVING,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31723
2019/08/18 00:00:00+00,30,W,F,943,LB636250,2,B9-076267,N 1,WILLIAM,IRVING,2119,POSSESS DRUG PARAPHERNALIA,C,31724
2019/08/18 00:00:00+00,22,W,M,943,LB636249,1,B9-076267,N 1,WILLIAM,IRVING,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,31725
2019/08/18 00:00:00+00,22,W,M,943,LB636249,2,B9-076267,N 1,WILLIAM,IRVING,2119,POSSESS DRUG PARAPHERNALIA,C,31726
2019/08/18 00:00:00+00,22,W,M,943,LB636249,3,B9-076267,N 1,WILLIAM,IRVING,2112,NEGLIGENT DRIVING,C,31727
