AGE,RACE,SEX,VDAT,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
22,W,M,2022/08/22 00:00:00+00,717,LN6700172,1,,27/HOLDREGE,,,2167,IMPROPER REGISTRATION,C,21693
24,B,M,2022/08/20 00:00:00+00,945,LN7700062,1,,ADAMS/7-9,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21694
52,W,M,2022/08/22 00:00:00+00,1658,LO4300100,2,C2-074496,SUN VALLEY BLVD/,11TH AND CHARLS,TON ST,2167,IMPROPER REGISTRATION,C,21695
63,B,F,2022/08/22 00:00:00+00,858,LQ4800337,1,,HOLDREGE / 59TH,- 60TH,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21696
23,W,M,2022/08/22 00:00:00+00,630,LQ3502815,1,C2-074291,455 S. 25TH,,,1303,DISTURBING THE PEACE,B,21697
32,H,M,2022/08/20 00:00:00+00,1212,LN7700063,1,C2-073704,4700 27TH ST,,,1554,TAKE CONTROL OF MERCHANDISE,C,21698
38,W,F,2022/08/22 00:00:00+00,1557,LO7700105,1,C2-074461,S 56TH ST / LILL,IBRIDGE ST - NOR,MAL BLVD,2112,NEGLIGENT DRIVING,C,21699
69,W,F,2022/08/22 00:00:00+00,1151,LO1800134,1,C2-074398,48/CORNHUSKER-BE,NTON,,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,21700
23,W,M,2022/08/22 00:00:00+00,630,LQ3502815,2,C2-074291,455 S. 25TH,,,1292,"HINDER, DELAY, OR INTERRUPT ARREST",B,21701
52,I,F,2022/08/20 00:00:00+00,1331,LQ3502806,1,C2-073728,1017 NELSON ST,,,12075,VIOLATE PROTECTION ORDER,B,21702
50,W,M,2022/08/22 00:00:00+00,1515,LO8600209,1,,53-51/SOUTH ST,,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21703
18,W,F,2022/08/22 00:00:00+00,1437,LO8600207,1,,27-33/NORMAL BLV,D,,2167,IMPROPER REGISTRATION,C,21704
30,W,M,2022/08/21 00:00:00+00,2315,2022005293,1,,101 N 14,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21705
38,H,M,2022/08/20 00:00:00+00,1425,LQ3502807,1,C2-073742,10TH AND Q,,,12027,DRIVE WHILE REVOKED/IMPOUNDED (CITY)-1ST,B,21706
16,W,F,2022/08/22 00:00:00+00,1544,LO8600210,1,,84/LANCASHIRE TO,N. HAZEL WOOD,,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,21707
18,W,F,2022/08/22 00:00:00+00,1437,LO8600207,2,,27-33/NORMAL BLV,D,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21708
35,W,F,2022/08/22 00:00:00+00,116,2022005296,1,,2106 SANDSTONE,-,-,676,ARRESTED ON COUNTY WARRANT-MSD,B,21709
28,B,M,2022/08/20 00:00:00+00,1509,LO6200129,1,C2-073747,3137 VINE ST,,,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,21710
21,A,F,2022/08/22 00:00:00+00,1554,LO8600211,1,,84/LANCASHIRE TO,N HAZELWOOD,,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,21711
44,W,M,2022/08/22 00:00:00+00,1456,LO8600208,1,,53-51/SOUTH ST.,,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21712
29,W,F,2022/08/22 00:00:00+00,518,2022005301,1,,4441 N 1,-,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,21713
28,B,M,2022/08/20 00:00:00+00,1509,LO6200129,2,C2-073747,3137 VINE ST,,,2173,NO PROOF OF OWNERSHIP,C,21714
48,W,F,2022/08/22 00:00:00+00,1602,LO8600212,1,,84/LINCASHIRE TO,N. HAZELWOOD,,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,21715
44,W,M,2022/08/22 00:00:00+00,1456,LO8600208,2,,53-51/SOUTH ST.,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21716
40,B,M,2022/08/22 00:00:00+00,538,2022005302,1,,NW 50,W SUPERIOR,-,678,ARRESTED ON DISTRICT WARRANT,B,21717
28,B,M,2022/08/20 00:00:00+00,1509,LO6200129,3,C2-073747,3137 VINE ST,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21718
48,W,F,2022/08/22 00:00:00+00,1602,LO8600212,2,,84/LINCASHIRE TO,N. HAZELWOOD,,1556,OCCUPANT PROTECTION SYSTEM,C,21719
44,W,M,2022/08/22 00:00:00+00,1456,LO8600208,3,,53-51/SOUTH ST.,,,2167,IMPROPER REGISTRATION,C,21720
49,W,M,2022/08/19 00:00:00+00,1238,2022005240,1,,1637 D ST #D,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21721
24,U,M,2022/08/20 00:00:00+00,130,LP3200358,1,,ANTELOPE VALLEY,PKY/O STREET,,1545,DEFECTIVE MUFFLER,C,21722
51,W,F,2022/08/22 00:00:00+00,1721,LQ4700459,1,,19/SOUTH,,,2167,IMPROPER REGISTRATION,C,21723
29,H,F,2022/08/22 00:00:00+00,1456,LP2200488,1,,9TH/ C TO WASHIN,TON,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21724
35,W,F,2022/08/19 00:00:00+00,1244,2022005241,1,,101 CHARLESTON,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21725
25,W,M,2022/08/19 00:00:00+00,1727,2022005247,1,,6955 Y,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21726
53,W,M,2022/08/20 00:00:00+00,26,2022005261,1,,N 27,W,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21727
25,W,M,2022/08/20 00:00:00+00,55,2022005263,1,,S 10,L,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21728
45,B,M,2022/08/20 00:00:00+00,425,2022005267,1,,NORMAL,FRANKLIN,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21729
61,W,F,2022/08/21 00:00:00+00,2233,2022005291,1,,5250 CORNHUSKER,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21730
29,W,F,2022/08/21 00:00:00+00,55,LO1900014,1,,H/16-14,,,2167,IMPROPER REGISTRATION,C,21731
18,B,F,2022/08/22 00:00:00+00,753,LO8600206,1,,19-24/VAN DORN,,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21732
18,B,F,2022/08/22 00:00:00+00,753,LO8600206,2,,19-24/VAN DORN,,,1556,OCCUPANT PROTECTION SYSTEM,C,21733
18,B,F,2022/08/22 00:00:00+00,753,LO8600206,3,,19-24/VAN DORN,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21734
17,W,M,2022/08/22 00:00:00+00,812,LP8800294,1,C2-074337,NORTH STAR HIGH,SCHOOL 5801 N. 3,3RD,2111,RECKLESS DRIVING,C,21735
33,W,M,2022/08/21 00:00:00+00,1659,LQ3502812,1,C2-074188,3801 W JAIL,,,12076,VIOLATE PROTECTION ORDER - PRIOR,B,21736
26,B,M,2022/08/21 00:00:00+00,2112,LQ3502813,1,C2-074196,340 CHARLESTON S,T,,11807,CARRYING CONCEALED WEAPON,B,21737
31,A,M,2022/08/20 00:00:00+00,2348,LQ4700451,1,,25/N,,,2167,IMPROPER REGISTRATION,C,21738
18,H,M,2022/08/21 00:00:00+00,230,LQ4700453,1,,HOLDREGE/33-42,,,2167,IMPROPER REGISTRATION,C,21739
51,W,F,2022/08/20 00:00:00+00,116,LB685618,1,C2-073620,CENTENNIAL,P,-,2001,DUI/.08 1ST OFFENSE >.15,C,21740
51,W,F,2022/08/20 00:00:00+00,116,LB685618,2,C2-073620,CENTENNIAL,P,-,1374,"REFUSE CHEMICAL TEST, FIRST OFFENSE",C,21741
51,W,F,2022/08/20 00:00:00+00,116,LB685618,3,C2-073620,CENTENNIAL,P,-,1373,REFUSE PRELIMINARY BREATH TEST,C,21742
54,W,M,2022/08/19 00:00:00+00,2135,LB686976,1,C2-073552,N 9,PINNACLE ARENA,S,2001,DUI/.08 1ST OFFENSE >.15,C,21743
54,W,M,2022/08/19 00:00:00+00,2135,LB686976,2,C2-073552,N 9,PINNACLE ARENA,S,2112,NEGLIGENT DRIVING,C,21744
32,B,F,2022/08/19 00:00:00+00,642,LB679859,1,C2-073250,N 60,BALDWIN,-,12565,DUI-DRUG-1ST OFF,C,21745
32,B,F,2022/08/19 00:00:00+00,642,LB679859,2,C2-073250,N 60,BALDWIN,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21746
32,B,F,2022/08/19 00:00:00+00,642,LB679859,3,C2-073250,N 60,BALDWIN,-,2112,NEGLIGENT DRIVING,C,21747
32,B,F,2022/08/19 00:00:00+00,642,LB679859,4,C2-073250,N 60,BALDWIN,-,10229,NO INSURANCE,C,21748
30,B,F,2022/08/21 00:00:00+00,1914,LB680124,1,C2-074168,1620 PROSPECT,-,-,2037,LOITER AND TRESPASS,C,21749
30,B,F,2022/08/21 00:00:00+00,1914,LB680124,2,C2-074168,1620 PROSPECT,-,-,1303,DISTURBING THE PEACE,C,21750
30,B,F,2022/08/21 00:00:00+00,1914,LB680124,3,C2-074168,1620 PROSPECT,-,-,1294,REFUSE TO COMPLY WITH ORDER OF POLICE OFFCR,C,21751
27,W,F,2022/08/22 00:00:00+00,745,LO7800179,1,C2-074304,GOODHUE BLVD. /,'F' ST.,,1333,FAIL TO YIELD TO VEHICLE,C,21752
20,B,M,2022/08/19 00:00:00+00,2246,LP2500315,1,,N 27 / FAIRFIELD,,,2167,IMPROPER REGISTRATION,C,21753
19,H,M,2022/08/20 00:00:00+00,338,LP2500316,1,,S ANTELOPE VALLE,Y PARKWAY / K,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21754
47,W,M,2022/08/20 00:00:00+00,2011,LP2500317,1,,VINE / N COTNER,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21755
58,H,M,2022/08/22 00:00:00+00,540,LP2500318,1,C2-074282,W CORNHUSKER HWY,/ NW 12TH ST,,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,21756
31,W,M,2022/08/22 00:00:00+00,834,LQ3100097,1,C2-074309,S.9TH/HIGH TO VA,N DORN,,2112,NEGLIGENT DRIVING,C,21757
31,W,M,2022/08/22 00:00:00+00,834,LQ3100097,2,C2-074309,S.9TH/HIGH TO VA,N DORN,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21758
29,H,M,2022/08/21 00:00:00+00,1834,LB680123,1,C2-074146,825 J,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,21759
29,W,M,2022/08/23 00:00:00+00,1310,LQ4700462,2,,14/L,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21760
19,B,F,2022/08/23 00:00:00+00,508,LP3700211,3,C2-074660,HWY 34/ FLETCHER,ST,,2173,NO PROOF OF OWNERSHIP,C,21761
51,W,F,2022/08/22 00:00:00+00,1721,LQ4700459,2,,19/SOUTH,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21762
62,B,F,2022/08/19 00:00:00+00,2358,LO9000134,1,,16TH/D STREETS,,,2167,IMPROPER REGISTRATION,C,21763
25,B,M,2022/08/22 00:00:00+00,1509,LP2200489,1,,9TH  C TO WASHIN,GTON,,1688,VIOLATE SCHOOL SPEED ZONE 6 - 10 OVER,C,21764
19,B,F,2022/08/23 00:00:00+00,508,LP3700211,4,C2-074660,HWY 34/ FLETCHER,ST,,2167,IMPROPER REGISTRATION,C,21765
36,W,M,2022/08/22 00:00:00+00,1713,LB677765,1,C2-074513,S 27,MANSE,SHERIDAN,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21766
51,W,F,2022/08/22 00:00:00+00,1721,LQ4700459,3,,19/SOUTH,,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21767
62,B,F,2022/08/19 00:00:00+00,2358,LO9000134,2,,16TH/D STREETS,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21768
84,W,M,2022/08/20 00:00:00+00,1720,LP4700145,1,C2-073801,9TH ST / O ST,,,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,21769
21,W,M,2022/08/20 00:00:00+00,2310,LN1300178,1,C2-073916,715 W Q ST,,,9190,3RD DEG ASSAULT,C,21770
50,W,M,2022/08/20 00:00:00+00,1915,LN2700274,1,C2-073820,O ST/N. 34TH-N.,33RD ST,,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,21771
31,W,M,2022/08/21 00:00:00+00,114,LP1100205,1,,S 48TH ST AND NO,RMAL BLVD,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21772
31,W,M,2022/08/21 00:00:00+00,114,LP1100205,2,,S 48TH ST AND NO,RMAL BLVD,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21773
25,H,F,2022/08/18 00:00:00+00,2350,LP2500308,1,,N 1 / CORNHUSKER,HWY,,2167,IMPROPER REGISTRATION,C,21774
29,U,M,2022/08/21 00:00:00+00,35,LQ3400548,1,C2-073939,S 70TH/SOUTH ST,,,1371,"DRIVING UNDER INFLUENCE, SECOND OFFENSE",C,21775
29,U,M,2022/08/21 00:00:00+00,35,LQ3400548,2,C2-073939,S 70TH/SOUTH ST,,,1345,FAIL TO SIGNAL TURN,C,21776
26,W,M,2022/08/20 00:00:00+00,2310,LQ3502808,1,C2-073920,OLD CHENEY - 27T,H/31ST ST,,2087,VIOLATE SPEED LIMIT 21-35 OVER,B,21777
26,W,M,2022/08/20 00:00:00+00,2310,LQ3502808,2,C2-073920,OLD CHENEY - 27T,H/31ST ST,,1898,"SUSPENDED LICENSE, ELIGIBLE",B,21778
20,H,M,2022/08/20 00:00:00+00,2325,LQ3502809,1,C2-073930,2300 S 16TH ST,,,12089,ASSAULT ON OFCR/HEALTH CARE PROF-3RD DEG,C,21779
20,H,M,2022/08/20 00:00:00+00,2325,LQ3502809,2,C2-073930,2300 S 16TH ST,,,12055,ASSAULT W/BODY FLUID ON OFFICER,C,21780
20,H,M,2022/08/20 00:00:00+00,2325,LQ3502809,3,C2-073930,2300 S 16TH ST,,,9654,"CRIMINAL TRESPASS, 2ND DEG",C,21781
42,B,M,2022/08/20 00:00:00+00,47,LQ4700449,1,C2-073596,18/K-L,,,2167,IMPROPER REGISTRATION,C,21782
42,B,M,2022/08/20 00:00:00+00,47,LQ4700449,2,C2-073596,18/K-L,,,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,21783
55,B,M,2022/08/20 00:00:00+00,150,LQ4700450,1,C2006415,RANDOLPH/27-23,,,2167,IMPROPER REGISTRATION,C,21784
23,W,M,2022/08/20 00:00:00+00,0,LB676540,1,C2-073665,423 MORMON,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,21785
23,W,M,2022/08/20 00:00:00+00,0,LB676540,2,C2-073665,423 MORMON,-,-,9638,"FALSE IMPRISONMENT, 2ND DEGREE",B,21786
27,W,M,2022/08/20 00:00:00+00,1130,LB684334,1,C2-073758,2711 S 13,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,21787
33,B,M,2022/08/20 00:00:00+00,2251,LB681191,1,C2-073855,5139 W METZGER,-,-,9194,OBSTRUCTING A PEACE OFFICER,B,21788
49,W,M,2022/08/21 00:00:00+00,13,LP2800194,1,,N 48TH ST/ FRACN,IS - GARLAND,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21789
40,W,M,2022/08/21 00:00:00+00,546,LP4100187,1,C2-073990,N 1ST ST / ADAMS,ST,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21790
40,W,M,2022/08/21 00:00:00+00,546,LP4100187,2,C2-073990,N 1ST ST / ADAMS,ST,,2167,IMPROPER REGISTRATION,C,21791
40,W,M,2022/08/21 00:00:00+00,546,LP4100187,3,C2-073990,N 1ST ST / ADAMS,ST,,2172,FICTITIOUS LICENSE PLATES (ALTERED PLATE),C,21792
23,B,F,2022/08/19 00:00:00+00,2155,LQ7400089,1,,27TH AND CORNHUS,KER HWY,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21793
23,H,F,2022/08/20 00:00:00+00,1507,2022005272,1,,5995 TELLURIDE,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,21794
33,B,M,2022/08/20 00:00:00+00,2325,2022005275,1,,NW 48,W SUPERIOR,-,678,ARRESTED ON DISTRICT WARRANT,B,21795
25,B,M,2022/08/21 00:00:00+00,248,2022005281,1,,N 29,CORNHUSKER,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21796
32,W,M,2022/08/20 00:00:00+00,1209,2022005269,1,,110 Q,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21797
25,W,M,2022/08/21 00:00:00+00,522,2022005284,1,,S 28,A,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21798
38,H,M,2022/08/20 00:00:00+00,1448,2022005271,1,,N 9,Q,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21799
30,B,M,2022/08/21 00:00:00+00,114,2022005279,1,,2140 K,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21800
26,W,M,2022/08/21 00:00:00+00,33,2022005277,1,,S 34,VILLAGE,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21801
37,I,M,2022/08/20 00:00:00+00,1400,LB683031,1,C2-073751,223 N 48,-,-,2228,STEAL GOODS OR MONEY < $500,C,21802
25,B,M,2022/08/22 00:00:00+00,1509,LP2200489,2,,9TH  C TO WASHIN,GTON,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21803
54,I,F,2022/08/11 00:00:00+00,1120,LB685639,1,C2-070656,1321 WASHINGTON,-,-,1303,DISTURBING THE PEACE,C,21804
38,B,F,2022/08/22 00:00:00+00,2208,LP4100188,1,C2-074605,N 22ND ST / VINE,ST,,2167,IMPROPER REGISTRATION,C,21805
74,W,F,2022/08/22 00:00:00+00,1518,LQ4800339,1,,SOUTH / 53RD - 5,1ST,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21806
31,W,M,2022/08/22 00:00:00+00,1451,LQ4700455,1,,13/PLUM,,,2167,IMPROPER REGISTRATION,C,21807
54,I,F,2022/08/11 00:00:00+00,1120,LB685639,2,C2-070656,1321 WASHINGTON,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,21808
21,H,M,2022/08/22 00:00:00+00,900,LB683032,1,C2-074435,8333 SUNRIDGE,-,-,9462,CHILD ABUSE (M),C,21809
51,W,F,2022/08/23 00:00:00+00,1353,LO4000138,1,C2-074762,2800 BLOCK OF CO,RNHUSKER,,2112,NEGLIGENT DRIVING,C,21810
48,W,M,2022/08/23 00:00:00+00,1332,LP2600078,1,C2-074760,S 40TH AND HWY 2,,,2112,NEGLIGENT DRIVING,C,21811
25,B,M,2022/08/19 00:00:00+00,1538,LB685004,1,C2-073412,1411 SUPERIOR,-,-,2228,STEAL GOODS OR MONEY < $500,C,21812
48,I,F,2022/08/23 00:00:00+00,1442,LN3701254,1,,K/ 16-18,,,2167,IMPROPER REGISTRATION,C,21813
48,I,F,2022/08/23 00:00:00+00,1442,LN3701254,2,,K/ 16-18,,,1556,OCCUPANT PROTECTION SYSTEM,C,21814
63,W,M,2022/08/23 00:00:00+00,1454,LN3701255,1,,N ANTELOPE PKWY/,N-M,,2167,IMPROPER REGISTRATION,C,21815
63,W,M,2022/08/23 00:00:00+00,1454,LN3701255,2,,N ANTELOPE PKWY/,N-M,,1556,OCCUPANT PROTECTION SYSTEM,C,21816
63,W,M,2022/08/23 00:00:00+00,1454,LN3701255,3,,N ANTELOPE PKWY/,N-M,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21817
26,W,M,2022/08/16 00:00:00+00,1034,LB686513,1,C2-072920,8480 ANDERMATT,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",C,21818
26,W,M,2022/08/16 00:00:00+00,1034,LB686513,2,C2-072920,8480 ANDERMATT,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",C,21819
26,W,M,2022/08/16 00:00:00+00,1034,LB686513,3,C2-072920,8480 ANDERMATT,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",C,21820
26,W,M,2022/08/16 00:00:00+00,1034,LB686513,4,C2-072920,8480 ANDERMATT,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",C,21821
26,W,M,2022/08/19 00:00:00+00,1902,LB686514,1,C2-073514,4900 N 27,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",B,21822
26,W,M,2022/08/21 00:00:00+00,1446,LB686515,1,C2-074114,8900 ANDERMATT,-,-,12308,"THEFT BY SHOPLIFTING $500-$1,500",B,21823
65,H,M,2022/08/23 00:00:00+00,1539,LN3701256,1,,SOUTH/ 22-WORTHI,NGTON,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21824
21,B,F,2022/08/23 00:00:00+00,1558,LN3701257,1,,SOUTH/ 22-WORTHI,NGTON,,1690,VIOLATE SCHOOL SPEED ZONE 16 - 20 OVER,C,21825
21,W,M,2022/08/23 00:00:00+00,1537,LP9300090,1,C2-074789,CENTENNIAL MALL-,16TH STREET/O,,2112,NEGLIGENT DRIVING,C,21826
35,B,F,2022/08/23 00:00:00+00,1700,LP2500323,1,,N.27/FOLKWAYS,,,2167,IMPROPER REGISTRATION,C,21827
21,H,M,2022/08/23 00:00:00+00,1717,LP2500324,1,,CORNHUSKER/N.11,0 I-180,,2167,IMPROPER REGISTRATION,C,21828
21,H,M,2022/08/23 00:00:00+00,1717,LP2500324,2,,CORNHUSKER/N.11,0 I-180,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21829
43,W,M,2022/07/11 00:00:00+00,912,LB655992,1,C2-060441,CITY OF LINCOLN,-,-,12075,VIOLATE PROTECTION ORDER,B,21830
43,W,M,2022/07/11 00:00:00+00,912,LB655992,2,C2-060441,CITY OF LINCOLN,-,-,12075,VIOLATE PROTECTION ORDER,B,21831
43,W,M,2022/07/11 00:00:00+00,912,LB655992,3,C2-060441,CITY OF LINCOLN,-,-,12075,VIOLATE PROTECTION ORDER,B,21832
43,W,M,2022/07/11 00:00:00+00,912,LB655992,4,C2-060441,CITY OF LINCOLN,-,-,12075,VIOLATE PROTECTION ORDER,B,21833
41,W,M,2022/08/23 00:00:00+00,1445,LB679647,1,C2-074786,345 W O,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,21834
38,W,F,2022/07/22 00:00:00+00,930,LB686533,1,C2-064104,4705 A,-,-,9462,CHILD ABUSE (M),C,21835
59,W,M,2022/08/23 00:00:00+00,1756,LN2900224,1,C2-074836,16/K,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21836
33,W,M,2022/08/23 00:00:00+00,1710,LO7300065,1,C2-074831,N 14TH/ BESSIE S,T,,1333,FAIL TO YIELD TO VEHICLE,C,21837
21,W,F,2022/08/23 00:00:00+00,1722,LO7800180,1,C2-074834,,,,1333,FAIL TO YIELD TO VEHICLE,C,21838
25,W,F,2022/08/23 00:00:00+00,1617,LP3200362,1,C2-074810,49/PIONEERS,,,2112,NEGLIGENT DRIVING,C,21839
28,W,F,2022/08/23 00:00:00+00,1808,LQ4700463,1,,28/VINE,,,2167,IMPROPER REGISTRATION,C,21840
19,H,F,2022/08/23 00:00:00+00,1820,LQ4700464,1,,37-39/VINE,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21841
34,W,F,2022/08/23 00:00:00+00,1116,LB686449,1,C2-074735,2745 F,-,-,12075,VIOLATE PROTECTION ORDER,B,21842
18,W,F,2022/08/23 00:00:00+00,1725,LB629937,1,C2-074837,N 23,P,-,1333,FAIL TO YIELD TO VEHICLE,C,21843
22,H,F,2022/08/23 00:00:00+00,1837,LN2900225,1,C2-074850,14/B,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21844
22,H,F,2022/08/23 00:00:00+00,1837,LN2900225,2,C2-074850,14/B,,,1332,VIOLATE YIELD SIGN,C,21845
22,H,F,2022/08/23 00:00:00+00,1837,LN2900225,3,C2-074850,14/B,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21846
30,B,M,2022/08/23 00:00:00+00,1740,LO7300066,1,C2-074848,NW 8TH/ W SAUNDE,RS AVE,,10821,CARELESS DRIVING,C,21847
30,B,M,2022/08/23 00:00:00+00,1740,LO7300066,2,C2-074848,NW 8TH/ W SAUNDE,RS AVE,,12054,DUS/BEFORE REINSTATED-CITY,C,21848
30,B,M,2022/08/23 00:00:00+00,1740,LO7300066,3,C2-074848,NW 8TH/ W SAUNDE,RS AVE,,9673,FALSE REPORTING - FALSE INFORMATION,C,21849
39,W,F,2022/08/23 00:00:00+00,1740,LO7300067,1,C2-074848,NW 8TH ST/ W SAU,DERS AVE,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21850
56,W,M,2022/08/23 00:00:00+00,1603,LP2500319,1,,FOLKWAYS/N. HILL,#NAME?,E,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,21851
31,W,M,2022/08/22 00:00:00+00,1451,LQ4700455,2,,13/PLUM,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21852
22,W,M,2022/08/22 00:00:00+00,1507,LQ4700456,1,,17/HARDWOOD,,,2167,IMPROPER REGISTRATION,C,21853
16,W,F,2022/08/22 00:00:00+00,1542,LP1900217,1,C2-074480,S 48 / NORMAL -,GLADE,,2112,NEGLIGENT DRIVING,C,21854
41,W,F,2022/08/22 00:00:00+00,1540,LP2200490,1,,22ND TO WORTHING,TON ON SOUTH ST,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21855
27,W,F,2022/08/22 00:00:00+00,1556,LP2200491,1,,22ND TO WORTHING,TON ON SOUTH ST,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21856
27,W,F,2022/08/22 00:00:00+00,1556,LP2200491,2,,22ND TO WORTHING,TON ON SOUTH ST,,1556,OCCUPANT PROTECTION SYSTEM,C,21857
26,H,F,2022/08/22 00:00:00+00,1548,LQ4800340,1,C2-074478,84TH / LANCASHIR,E - N HAZELWOOD,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21858
27,W,F,2022/08/22 00:00:00+00,1556,LP2200491,3,,22ND TO WORTHING,TON ON SOUTH ST,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21859
26,H,F,2022/08/22 00:00:00+00,1548,LQ4800340,2,C2-074478,84TH / LANCASHIR,E - N HAZELWOOD,,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,21860
38,B,F,2022/08/22 00:00:00+00,2208,LP4100188,2,C2-074605,N 22ND ST / VINE,ST,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21861
26,H,F,2022/08/22 00:00:00+00,1548,LQ4800340,3,C2-074478,84TH / LANCASHIR,E - N HAZELWOOD,,1556,OCCUPANT PROTECTION SYSTEM,C,21862
73,W,F,2022/08/22 00:00:00+00,1445,LP8300229,1,C2-074441,S 45TH/ LA SALLE,,,1332,VIOLATE YIELD SIGN,C,21863
38,B,F,2022/08/22 00:00:00+00,2208,LP4100188,3,C2-074605,N 22ND ST / VINE,ST,,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,21864
29,W,F,2022/08/22 00:00:00+00,1700,LN1600303,1,C2-074508,O STREET  N30 TO,N31,,2112,NEGLIGENT DRIVING,C,21865
