AGE,RACE,SEX,VDAT,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
74,W,F,2022/01/24 00:00:00+00,1745,LO6000071,1,C2-006292,70 OLD CHENEY,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,2033
26,W,F,2022/01/24 00:00:00+00,1107,LN3700781,1,,O/ 25-34,,,2167,IMPROPER REGISTRATION,C,2034
21,W,F,2022/01/21 00:00:00+00,1030,LN3500753,1,,N.48/FRANCIS - G,ARLAND,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2035
28,W,M,2022/01/24 00:00:00+00,500,LO5400180,1,,84TH/VAN DORN-RO,CKLEDGE,,2167,IMPROPER REGISTRATION,C,2036
26,W,F,2022/01/24 00:00:00+00,1653,LO8500010,1,,J ST 20TH TO 18T,H,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,2037
37,B,F,2022/01/22 00:00:00+00,100,LN1300090,3,,O ST / CENTENNIA,L - 13 ST,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2038
21,W,F,2022/01/24 00:00:00+00,1118,LN3700782,1,,O/ 25-ANTELOPE V,ALLEY,,2167,IMPROPER REGISTRATION,C,2039
21,W,F,2022/01/21 00:00:00+00,1030,LN3500753,2,,N.48/FRANCIS - G,ARLAND,,1556,OCCUPANT PROTECTION SYSTEM,C,2040
31,W,M,2022/01/23 00:00:00+00,2215,LP1100150,1,C2-006061,BUFFALO WILD WIN,GS 8701 ADERMATT,DR.,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,2041
30,W,M,2022/01/24 00:00:00+00,1728,LO8700059,1,,ADAMS/14TH-12TH,,,2167,IMPROPER REGISTRATION,C,2042
19,W,M,2022/01/21 00:00:00+00,2302,LN7000063,1,,N 14TH/ O,,,2167,IMPROPER REGISTRATION,C,2043
24,W,M,2022/01/24 00:00:00+00,1038,LP6900800,1,,N. 48 / LEIGHTON,#NAME?,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2044
24,W,M,2022/01/24 00:00:00+00,1038,LP6900800,2,,N. 48 / LEIGHTON,#NAME?,,2167,IMPROPER REGISTRATION,C,2045
26,H,F,2022/01/24 00:00:00+00,1053,LP6900801,1,,VINE ST. / N. 56,- N. 48,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2046
26,H,F,2022/01/24 00:00:00+00,1053,LP6900801,2,,VINE ST. / N. 56,- N. 48,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,2047
57,W,F,2022/01/24 00:00:00+00,1118,LP6900802,1,,VINE ST. / N. 48,- N. 40,,2167,IMPROPER REGISTRATION,C,2048
22,H,M,2022/01/13 00:00:00+00,238,LB681063,1,C2-003199,S 11,K,-,11645,DUI-2ND OFF,C,2049
22,H,M,2022/01/13 00:00:00+00,238,LB681063,2,C2-003199,S 11,K,-,11549,REFUSAL OF CHEM TEST - 1ST OFF,C,2050
22,H,M,2022/01/13 00:00:00+00,238,LB681063,3,C2-003199,S 11,K,-,11553,REFUSE PRELIM TEST,C,2051
22,H,M,2022/01/13 00:00:00+00,238,LB681063,4,C2-003199,S 11,K,-,10782,VIOLATED TRAFFIC CONTROL DEVICES,C,2052
51,W,M,2022/01/24 00:00:00+00,1113,LN2900166,1,C2-006186,2505 S 11TH,,,12682,ASSAULT BY STRANGULATION OR SUFFOCATION,B,2053
51,W,M,2022/01/24 00:00:00+00,1113,LN2900166,2,C2-006186,2505 S 11TH,,,11907,DOMESTIC ASSAULT-3RD DEGREE,B,2054
41,W,F,2022/01/24 00:00:00+00,1146,LN3700783,1,,S 12/ K-H,,,2167,IMPROPER REGISTRATION,C,2055
41,W,F,2022/01/24 00:00:00+00,1146,LN3700783,2,,S 12/ K-H,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2056
22,W,M,2022/01/24 00:00:00+00,1141,LP6900803,1,,N. 48 / FREMONT,#NAME?,,2167,IMPROPER REGISTRATION,C,2057
22,W,M,2022/01/24 00:00:00+00,1141,LP6900803,2,,N. 48 / FREMONT,#NAME?,,1556,OCCUPANT PROTECTION SYSTEM,C,2058
35,W,M,2022/01/24 00:00:00+00,1156,LP6900804,1,,CORNHUSKER / N.,44 - N. 35,,2167,IMPROPER REGISTRATION,C,2059
35,W,M,2022/01/24 00:00:00+00,1156,LP6900804,2,,CORNHUSKER / N.,44 - N. 35,,1556,OCCUPANT PROTECTION SYSTEM,C,2060
35,W,M,2022/01/24 00:00:00+00,1156,LP6900804,3,,CORNHUSKER / N.,44 - N. 35,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2061
22,W,F,2022/01/24 00:00:00+00,37,LB683693,1,C2-006085,S 9,F,D,2218,"DRIVING UNDER INFLUENCE, BLOOD 0.8 (1ST)",C,2062
22,W,F,2022/01/24 00:00:00+00,37,LB683693,2,C2-006085,S 9,F,D,2133,HAVE OPEN ALCOHOL CONTAINER,C,2063
22,W,F,2022/01/24 00:00:00+00,37,LB683693,3,C2-006085,S 9,F,D,2110,CARELESS DRIVING SO AS TO ENDANGER,C,2064
22,W,F,2022/01/24 00:00:00+00,37,LB683693,4,C2-006085,S 9,F,D,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,2065
22,B,M,2021/07/11 00:00:00+00,413,XX2220049,1,C1-063882,,,,11807,CARRYING CONCEALED WEAPON,C,2066
22,B,M,2021/07/11 00:00:00+00,413,XX2220049,2,C1-063882,,,,11858,DUS-REVOKED ON POINTS,C,2067
35,W,M,2021/12/11 00:00:00+00,2318,LP5600007,1,C1-116377,5353 N 27TH ST,,,9673,FALSE REPORTING - FALSE INFORMATION,B,2068
17,W,F,2022/01/24 00:00:00+00,1427,LN3400563,1,,A / 25-21,,,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,2069
29,W,M,2022/01/24 00:00:00+00,1423,LO8600105,1,,S.COTNER-SOUTH S,T,,2167,IMPROPER REGISTRATION,C,2070
29,W,M,2022/01/24 00:00:00+00,1423,LO8600105,2,,S.COTNER-SOUTH S,T,,1556,OCCUPANT PROTECTION SYSTEM,C,2071
29,W,M,2022/01/24 00:00:00+00,1423,LO8600105,3,,S.COTNER-SOUTH S,T,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2072
20,W,F,2021/06/14 00:00:00+00,1019,LB676657,1,C1-053871,6225 S 34,-,-,11088,POSS CONTROLLED SUBSTANCE,B,2073
42,B,M,2022/01/02 00:00:00+00,1941,LB674336,1,C2-000613,3500 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,B,2074
55,B,M,2022/01/24 00:00:00+00,1454,LN3400566,1,,12 / H,,,2167,IMPROPER REGISTRATION,C,2075
55,B,M,2022/01/24 00:00:00+00,1454,LN3400566,2,,12 / H,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2076
55,B,M,2022/01/24 00:00:00+00,1454,LN3400566,3,,12 / H,,,1556,OCCUPANT PROTECTION SYSTEM,C,2077
22,U,F,2022/01/24 00:00:00+00,805,LN3500756,1,,O/21 - 23,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2078
21,W,F,2022/01/24 00:00:00+00,819,LN3500757,1,,O/21 - 23,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2079
31,W,F,2022/01/24 00:00:00+00,835,LN3500758,1,,O/21 - 23,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2080
31,W,F,2022/01/24 00:00:00+00,835,LN3500758,2,,O/21 - 23,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2081
18,W,M,2022/01/24 00:00:00+00,850,LN3500759,1,,O/21 - 23,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2082
18,W,M,2022/01/24 00:00:00+00,850,LN3500759,2,,O/21 - 23,,,1556,OCCUPANT PROTECTION SYSTEM,C,2083
25,H,F,2022/01/24 00:00:00+00,1004,LN3500762,1,,N. COTNER/LEIGHT,ON - COLBY,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2084
20,W,M,2022/01/24 00:00:00+00,1405,LN3500764,1,,SOUTH/S.24 - S.2,2,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2085
20,W,M,2022/01/24 00:00:00+00,1405,LN3500764,2,,SOUTH/S.24 - S.2,2,,2168,FAIL TO PROPERLY DISPLAY PLATES,C,2086
21,W,M,2022/01/24 00:00:00+00,1419,LN3500765,1,C2-006230,S.13/C - A,,,2167,IMPROPER REGISTRATION,C,2087
21,W,M,2022/01/24 00:00:00+00,1419,LN3500765,2,C2-006230,S.13/C - A,,,2171,FICTITIOUS LICENSE PLATES,C,2088
21,W,M,2022/01/24 00:00:00+00,1419,LN3500765,3,C2-006230,S.13/C - A,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2089
17,W,M,2022/01/22 00:00:00+00,2234,LP1900155,1,,OLD CHENEY / BRI,AR ROSA - S 31,,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,2090
18,W,M,2022/01/21 00:00:00+00,1110,LN3500754,1,,VINE/N.40 - N.38,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2091
24,B,M,2022/01/21 00:00:00+00,2100,LB681918,1,C2-005522,1431 N 9,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,2092
17,W,M,2022/01/22 00:00:00+00,2234,LP1900155,2,,OLD CHENEY / BRI,AR ROSA - S 31,,2167,IMPROPER REGISTRATION,C,2093
31,W,M,2022/01/23 00:00:00+00,2215,LP1100150,2,C2-006061,BUFFALO WILD WIN,GS 8701 ADERMATT,DR.,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",C,2094
62,B,M,2022/01/24 00:00:00+00,205,LP1100151,1,C2-006090,EB ON HWY 2 BETW,EEN APPLES WAY A,ND 70TH ST.,2171,FICTITIOUS LICENSE PLATES,C,2095
18,W,M,2022/01/21 00:00:00+00,1110,LN3500754,2,,VINE/N.40 - N.38,,,1556,OCCUPANT PROTECTION SYSTEM,C,2096
26,H,F,2022/01/24 00:00:00+00,1759,LQ4600005,1,C2-006298,N 63RD/MORRILL A,VE,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,2097
62,B,M,2022/01/24 00:00:00+00,205,LP1100151,2,C2-006090,EB ON HWY 2 BETW,EEN APPLES WAY A,ND 70TH ST.,2167,IMPROPER REGISTRATION,C,2098
31,W,M,2022/01/21 00:00:00+00,1647,LO5200154,1,,1ST AND SUPERIOR,,,2167,IMPROPER REGISTRATION,C,2099
24,B,M,2022/01/21 00:00:00+00,2100,LB681918,2,C2-005522,1431 N 9,-,-,9462,CHILD ABUSE (M),B,2100
17,H,M,2022/01/21 00:00:00+00,1122,LN3500755,1,,VINE/N.40 - N.38,,,2089,VIOLATE SPEED LIMIT 36 OR MORE,C,2101
27,B,M,2022/01/24 00:00:00+00,1815,2022000494,1,,3291 RANDOLPH,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,2102
62,B,M,2022/01/24 00:00:00+00,205,LP1100151,3,C2-006090,EB ON HWY 2 BETW,EEN APPLES WAY A,ND 70TH ST.,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2103
40,W,M,2022/01/24 00:00:00+00,551,LP1100152,1,,HW2 AND APPLES W,AY,,2169,OBSCURED PLATES,C,2104
22,I,F,2022/01/21 00:00:00+00,2155,LO5300107,1,C2-005531,ANTELOPE/M,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,2105
24,B,M,2022/01/21 00:00:00+00,2100,LB681918,3,C2-005522,1431 N 9,-,-,9190,3RD DEG ASSAULT,B,2106
28,H,F,2022/01/22 00:00:00+00,403,LP2800137,1,C2-005610,N 27TH / WHITEHE,AD DR - FOLKWAYS,,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",B,2107
17,H,M,2022/01/21 00:00:00+00,1122,LN3500755,2,,VINE/N.40 - N.38,,,1556,OCCUPANT PROTECTION SYSTEM,C,2108
30,W,M,2022/01/24 00:00:00+00,1804,2022000492,1,,1344 S 32,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2109
62,B,M,2022/01/24 00:00:00+00,205,LP1100151,4,C2-006090,EB ON HWY 2 BETW,EEN APPLES WAY A,ND 70TH ST.,2173,NO PROOF OF OWNERSHIP,C,2110
40,W,M,2022/01/24 00:00:00+00,551,LP1100152,2,,HW2 AND APPLES W,AY,,2167,IMPROPER REGISTRATION,C,2111
28,B,M,2022/01/22 00:00:00+00,239,LO5600106,1,C2-005596,40/F ST,,,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,2112
32,B,M,2022/01/22 00:00:00+00,322,LB680168,1,C2-005606,1336 E,-,-,11088,POSS CONTROLLED SUBSTANCE,B,2113
28,H,F,2022/01/22 00:00:00+00,403,LP2800137,2,C2-005610,N 27TH / WHITEHE,AD DR - FOLKWAYS,,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,B,2114
17,H,M,2022/01/21 00:00:00+00,1122,LN3500755,3,,VINE/N.40 - N.38,,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,2115
22,B,M,2022/01/24 00:00:00+00,1809,2022000493,1,,1850 P,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2116
43,B,M,2022/01/12 00:00:00+00,2000,LP1300011,1,C2-003155,2100 GARFIELD #1,,,10652,THEFT BY UNLAWFUL TAKING   UNDER $200  (M),C,2117
22,W,F,2022/01/24 00:00:00+00,759,2022000479,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2118
28,B,M,2022/01/22 00:00:00+00,239,LO5600106,2,C2-005596,40/F ST,,,2133,HAVE OPEN ALCOHOL CONTAINER,C,2119
32,B,M,2022/01/22 00:00:00+00,322,LB680168,2,C2-005606,1336 E,-,-,9652,"CRIMINAL TRESPASS, 1ST DEG",B,2120
18,I,M,2022/01/22 00:00:00+00,2000,LP3200265,1,,66/O,,,1545,DEFECTIVE MUFFLER,C,2121
51,W,F,2022/01/21 00:00:00+00,1239,LN3900491,1,C2-005397,A ST  26TH TO 27,TH,,2112,NEGLIGENT DRIVING,C,2122
30,W,M,2022/01/24 00:00:00+00,1544,LB681086,1,C2-006262,3232 R,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,2123
19,W,M,2022/01/23 00:00:00+00,48,LP1500036,1,,S 10/VAN DORN-SO,UTH,,2167,IMPROPER REGISTRATION,C,2124
25,H,M,2022/01/23 00:00:00+00,2042,2022000468,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2125
15,W,F,2022/01/21 00:00:00+00,2251,LO8200019,1,,23/O ST,,,2167,IMPROPER REGISTRATION,C,2126
29,B,M,2022/01/06 00:00:00+00,1400,LB676486,1,C2-001484,6101 APPLES WAY,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,2127
18,I,M,2022/01/22 00:00:00+00,2000,LP3200265,2,,66/O,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,2128
17,W,F,2022/01/21 00:00:00+00,1212,LO7400203,1,C2-005405,S. 84TH / HAZELW,OOD N.-SANDALWOO,D,1333,FAIL TO YIELD TO VEHICLE,C,2129
31,W,F,2022/01/24 00:00:00+00,1544,LB682592,1,C2-006262,3232 R,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,2130
24,H,M,2020/02/25 00:00:00+00,1800,LQ3501814,1,C0-014289,W BUTLER / W GAS,LIGHT,,12341,THEFT BY RECEIVING $5000/MORE,B,2131
33,W,M,2022/01/23 00:00:00+00,2140,2022000469,1,,600 N 55,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2132
24,H,M,2022/01/21 00:00:00+00,2215,LO9000090,1,C2-005537,17TH/P-Q,,,12027,DRIVE WHILE REVOKED/IMPOUNDED (CITY)-1ST,C,2133
19,W,M,2022/01/22 00:00:00+00,109,LP2800136,1,,N 48TH ST / FRAN,CIS - GARLAND,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2134
27,B,M,2022/01/22 00:00:00+00,741,LN3800354,1,,SOUTH ST/S. 14TH,ST-13TH ST,,2167,IMPROPER REGISTRATION,C,2135
27,B,M,2022/01/22 00:00:00+00,741,LN3800354,2,,SOUTH ST/S. 14TH,ST-13TH ST,,2173,NO PROOF OF OWNERSHIP,C,2136
29,W,F,2022/01/22 00:00:00+00,816,LN3900492,1,,9TH/ SOUTH ST,,,2167,IMPROPER REGISTRATION,C,2137
49,B,M,2022/01/20 00:00:00+00,2356,LB681068,1,C2-005306,O,16,17,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,2138
49,B,M,2022/01/20 00:00:00+00,2356,LB681068,2,C2-005306,O,16,17,1373,REFUSE PRELIMINARY BREATH TEST,C,2139
49,B,M,2022/01/20 00:00:00+00,2356,LB681068,3,C2-005306,O,16,17,1374,"REFUSE CHEMICAL TEST, FIRST OFFENSE",C,2140
49,B,M,2022/01/20 00:00:00+00,2356,LB681068,4,C2-005306,O,16,17,2133,HAVE OPEN ALCOHOL CONTAINER,C,2141
25,W,M,2022/01/22 00:00:00+00,915,LQ1700067,1,C1-118375,,,,2110,CARELESS DRIVING SO AS TO ENDANGER,C,2142
35,H,M,2022/01/19 00:00:00+00,2327,LB680096,1,C2-005023,S 70,VAN DORN,-,12037,DUI-.08 (1 PRIOR CONV),C,2143
35,H,M,2022/01/19 00:00:00+00,2327,LB680096,2,C2-005023,S 70,VAN DORN,-,10635,NO OPERATOR LICENSE,C,2144
40,W,M,2022/01/22 00:00:00+00,32,LB676487,1,C2-005565,S 40,BRIARPARK,NEB HWY,11640,DUI-.15+ (1ST OFF),C,2145
25,W,M,2022/01/22 00:00:00+00,939,LQ5300086,1,C2-005646,S48TH ST STOCKWE,LL TO MERIEDITH,ST,2167,IMPROPER REGISTRATION,C,2146
22,W,F,2022/01/22 00:00:00+00,1045,LO1500095,1,,14TH ST AND OLD,FARM RD,,2167,IMPROPER REGISTRATION,C,2147
40,W,M,2022/01/22 00:00:00+00,1058,LQ5300087,1,,S48TH ST COOPER,AVE TO STOCKWELL,ST,2167,IMPROPER REGISTRATION,C,2148
25,W,M,2022/01/22 00:00:00+00,1015,2022000446,1,,S 48,MEREDITH,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2149
24,B,M,2022/01/21 00:00:00+00,2210,2022000433,1,,1431 N 9 #6,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2150
24,B,M,2022/01/21 00:00:00+00,2316,2022000436,1,,ANTELOPE,M,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,2151
26,W,M,2022/01/22 00:00:00+00,208,2022000441,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2152
22,B,M,2022/01/21 00:00:00+00,2256,2022000435,1,,N 17,Q,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2153
17,B,M,2022/01/22 00:00:00+00,1333,LN3800355,1,,S. 21ST ST/J-M,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,2154
33,W,M,2022/01/22 00:00:00+00,1419,LN3800356,1,,S. 9TH ST/M-H,,,2167,IMPROPER REGISTRATION,C,2155
38,B,M,2022/01/22 00:00:00+00,1246,LP4700104,1,C2-005675,S. 16TH ST / BUR,R ST - SMITH ST,,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,2156
38,B,F,2022/01/22 00:00:00+00,1340,LN2600168,1,C2-005681,N 50TH ST/O ST -,R ST,,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,2157
19,H,M,2022/01/22 00:00:00+00,1320,LN2900165,1,C2-005675,S16TH/BURR,,,10635,NO OPERATOR LICENSE,C,2158
19,H,M,2022/01/22 00:00:00+00,1320,LN2900165,2,C2-005675,S16TH/BURR,,,11586,NO VALID REGISTRATION,C,2159
19,H,M,2022/01/22 00:00:00+00,1320,LN2900165,3,C2-005675,S16TH/BURR,,,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",C,2160
19,W,F,2022/01/22 00:00:00+00,1339,LN4300243,1,C2-005686,N 22ND AND P ST,,,1333,FAIL TO YIELD TO VEHICLE,C,2161
81,W,M,2022/01/22 00:00:00+00,1440,LO5400179,1,C2-005689,52ND AND O ST,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,2162
70,W,M,2022/01/22 00:00:00+00,1556,LP1900153,1,C2-005714,"WALT LIBRARY, 67",01 S 14TH,,1303,DISTURBING THE PEACE,C,2163
54,W,M,2022/01/22 00:00:00+00,1649,LN9100065,1,C2-005711,130 N 66TH ST,,,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,2164
31,W,F,2022/01/22 00:00:00+00,1950,LN1202612,1,,S 40TH ST./HWY 2,,,2167,IMPROPER REGISTRATION,C,2165
31,W,F,2022/01/22 00:00:00+00,1950,LN1202612,2,,S 40TH ST./HWY 2,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2166
31,W,F,2022/01/22 00:00:00+00,1950,LN1202612,3,,S 40TH ST./HWY 2,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,2167
20,W,M,2022/01/22 00:00:00+00,1903,LN2200134,1,,NORMAL/ PARK PLA,CE,,2167,IMPROPER REGISTRATION,C,2168
22,W,F,2022/01/22 00:00:00+00,2246,LN2200135,1,,70/ OLD POST - S,HAMROCK,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2169
16,W,M,2022/01/22 00:00:00+00,2323,LN2200136,1,,70/ OLD POST - S,HAMROCK,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2170
41,W,F,2022/01/22 00:00:00+00,1753,LN9100066,1,C2-005742,N 64TH ST/FREMON,T ST,,1333,FAIL TO YIELD TO VEHICLE,C,2171
22,H,M,2022/01/23 00:00:00+00,111,LO3700015,1,,27/DUDLEY,,,2167,IMPROPER REGISTRATION,C,2172
25,W,M,2022/01/22 00:00:00+00,2101,LO6600049,1,C2-005779,27/A-27/E,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,2173
25,W,M,2022/01/22 00:00:00+00,2101,LO6600049,2,C2-005779,27/A-27/E,,,2167,IMPROPER REGISTRATION,C,2174
25,W,M,2022/01/22 00:00:00+00,1937,LP1900154,1,,OLD CHENEY / BRI,AR ROSA - S 31,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,2175
44,W,F,2022/01/24 00:00:00+00,122,2022000473,1,,3233 S 14 #7,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2176
47,W,M,2022/01/21 00:00:00+00,1245,LP2200141,1,,13TH WASHINGTON,TO PEACH,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2177
33,B,M,2022/01/24 00:00:00+00,356,LQ3501817,1,C2-006095,225 N 50TH ST.,,,12337,THEFT OF SERVICES $0-500,B,2178
24,W,M,2022/01/23 00:00:00+00,2026,2022000467,1,,NW 4,W BEAL,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2179
22,W,M,2022/01/25 00:00:00+00,456,LO5400183,1,,SOUTH 84TH/A-JAN,SSEN,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,2180
37,W,F,2022/01/24 00:00:00+00,749,LN3400555,1,,9 / SOUTH-PARK,,,2167,IMPROPER REGISTRATION,C,2181
29,W,F,2022/01/21 00:00:00+00,1323,LP2200142,1,,13TH WASHINGTON,TO PEACH,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2182
33,B,M,2022/01/24 00:00:00+00,356,LQ3501817,2,C2-006095,225 N 50TH ST.,,,9652,"CRIMINAL TRESPASS, 1ST DEG",B,2183
35,W,M,2022/01/25 00:00:00+00,359,LO5600107,1,,OLD CHENEY/56-QU,EENS,,2168,FAIL TO PROPERLY DISPLAY PLATES,C,2184
46,W,M,2022/01/24 00:00:00+00,656,LO5200156,1,C2-006107,N 33RD/CORNHUSKE,R HWY,,2112,NEGLIGENT DRIVING,C,2185
30,A,F,2022/01/21 00:00:00+00,1344,LP2200143,1,,13TH WASHINGTON,TO PEACH,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,2186
58,W,F,2022/01/22 00:00:00+00,1004,LB678407,1,C2-005650,S 56,PIONEERS,-,2112,NEGLIGENT DRIVING,C,2187
35,W,M,2022/01/25 00:00:00+00,359,LO5600107,2,,OLD CHENEY/56-QU,EENS,,2167,IMPROPER REGISTRATION,C,2188
22,W,M,2022/01/24 00:00:00+00,752,LP6900793,1,,SALT CREEK /  N.,27 - N. 21,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,2189
28,W,M,2022/01/21 00:00:00+00,1411,LQ4700116,1,,17/Y,,,1331,VIOLATE STOP SIGN,C,2190
19,W,F,2022/01/22 00:00:00+00,2330,LB681069,1,,S 9,G,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,2191
27,U,F,2022/01/24 00:00:00+00,2210,LP1300013,1,C2-006375,S27TH/A ST,,,2147,AFTER REVOCATION BUT BEFORE NEW LICENSE,C,2192
33,W,M,2022/01/24 00:00:00+00,804,LP6900794,1,,STATE FAIR PARK,/ N. 27 - CORNHU,SKER,2167,IMPROPER REGISTRATION,C,2193
22,W,M,2022/01/21 00:00:00+00,1422,LQ4700117,1,,22/SHELDON,,,2167,IMPROPER REGISTRATION,C,2194
19,W,F,2022/01/22 00:00:00+00,2330,LB681069,2,,S 9,G,-,2167,IMPROPER REGISTRATION,C,2195
27,U,F,2022/01/24 00:00:00+00,2210,LP1300013,2,C2-006375,S27TH/A ST,,,1412,STRADDLING LANE LINES,C,2196
57,W,M,2022/01/23 00:00:00+00,2228,2022000470,1,,N 23,CORNHUSKER,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2197
31,H,M,2022/01/21 00:00:00+00,1432,LQ4700118,1,,20/DUDLEY,,,2167,IMPROPER REGISTRATION,C,2198
33,W,M,2022/01/23 00:00:00+00,1816,LB682590,1,C2-006020,600 N 55,-,-,11088,POSS CONTROLLED SUBSTANCE,B,2199
22,W,F,2022/01/24 00:00:00+00,30,LP1600083,1,C2-006396,7310 CANDLETREE,LANE #9,,9150,UNAUTHORIZED USE PROPELLED VEHICLE,C,2200
31,H,M,2022/01/24 00:00:00+00,221,2022000474,1,,N 27,KING,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2201
22,H,M,2022/01/21 00:00:00+00,1044,2022000421,1,,N 22,VINE,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2202
52,W,M,2022/01/23 00:00:00+00,1704,LB682395,1,C2-006040,CITY OF LINCOLN,-,-,12078,VIOLATE FOREIGN PROTECTION ORDER,B,2203
57,W,F,2022/01/25 00:00:00+00,159,LP9600039,1,C2-006407,REGENCY DR/ A ST,REET,,2221,FICTITIOUS LICENSE PLATES,C,2204
56,W,M,2022/01/24 00:00:00+00,358,2022000476,1,,N 1,W BENTON,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2205
27,H,M,2022/01/21 00:00:00+00,958,2022000420,1,,3801 W O,-,-,676,ARRESTED ON COUNTY WARRANT-MSD,B,2206
58,B,M,2022/01/24 00:00:00+00,522,LO5400181,1,,SOUTH 84TH/A ST-,JANSEEN,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,2207
36,H,M,2022/01/25 00:00:00+00,304,LP9600041,1,C2-006417,S. 27/SOUTH,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,2208
30,W,F,2022/01/24 00:00:00+00,440,2022000478,1,,S 22,SOUTH,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,2209
