AGE,RACE,SEX,VDAT,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
40,B,M,2021/08/05 00:00:00+00,1151,LO9000038,1,,11TH / SAUNDERS,,,10874,WINDOW TINT VIEW VIOLATION,C,21188
18,B,F,2021/08/05 00:00:00+00,1136,LP4300128,1,,"O STREET, 48-50T",H,,2167,IMPROPER REGISTRATION,C,21189
69,W,M,2021/08/05 00:00:00+00,1008,LP8600084,1,C1-072627,10/N,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21190
31,W,M,2021/08/05 00:00:00+00,1246,LN2700198,1,,I180/SUPERIOR ST,,,2167,IMPROPER REGISTRATION,C,21191
59,W,M,2021/08/05 00:00:00+00,1312,LN2700199,1,,NW 12TH ST/ KING,BIRD RD TO W UPL,AND AVE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21192
29,B,F,2021/08/05 00:00:00+00,1218,LO9000039,1,,9TH / ADAMS - BE,LMONT,,2167,IMPROPER REGISTRATION,C,21193
29,B,F,2021/08/05 00:00:00+00,1218,LO9000039,2,,9TH / ADAMS - BE,LMONT,,1383,FAIL TO YIELD TO EMERGENCY AMBULANCE,C,21194
29,B,F,2021/08/05 00:00:00+00,1315,2021004629,1,,N 11,BELMONT,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,21195
34,B,M,2021/08/04 00:00:00+00,2138,LB681777,1,C1-072487,2231 W O,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,21196
19,W,F,2021/07/12 00:00:00+00,1119,LN3700481,1,C1-064299,9TH/P,,,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,21197
26,W,F,2021/08/05 00:00:00+00,711,LO4300044,1,C1-072585,NW 48TH/W GARY G,ATELY,,2112,NEGLIGENT DRIVING,C,21198
31,B,F,2021/08/05 00:00:00+00,1022,LO9000036,1,C1-072635,F ST / 10TH - 11,TH,,2167,IMPROPER REGISTRATION,C,21199
31,B,F,2021/08/05 00:00:00+00,1022,LO9000036,2,C1-072635,F ST / 10TH - 11,TH,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21200
44,W,M,2021/08/11 00:00:00+00,15,LB673105,1,C1-074536,6510 HOLDREGE,-,-,12287,"DOMESTIC ASSAULT, 3RD DEG - PRIOR",B,21201
79,W,M,2021/08/10 00:00:00+00,2013,LN1300044,1,,BROWER RD./HWY 2,,,2167,IMPROPER REGISTRATION,C,21202
29,H,M,2021/08/13 00:00:00+00,1513,LN1300045,1,,S 9TH ST./'G' ST,.,,2167,IMPROPER REGISTRATION,C,21203
20,W,F,2021/08/13 00:00:00+00,1603,LP1800107,1,C1-075395,S 84TH ST AND O,ST,,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,21204
45,W,F,2021/08/13 00:00:00+00,1807,LN2900099,1,C1-075448,823 S 11TH ST,,,2037,LOITER AND TRESPASS,C,21205
29,A,M,2021/08/13 00:00:00+00,1656,LN7700040,1,C1-075418,44TH / SUPERIOR,ST,,1333,FAIL TO YIELD TO VEHICLE,C,21206
29,W,M,2021/08/13 00:00:00+00,1733,LO1600054,1,C1-075438,29TH AND CORNHUS,KER,,2112,NEGLIGENT DRIVING,C,21207
40,W,M,2021/08/13 00:00:00+00,1757,LO2100134,1,C1-075434,S 48TH/RANDOLPH,,,2112,NEGLIGENT DRIVING,C,21208
44,W,M,2021/08/13 00:00:00+00,1728,LP8600086,1,C1-075447,14/SALT CREEK RD,WY,,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,21209
19,W,M,2021/08/13 00:00:00+00,1628,LP8700085,1,C1-075401,,,,2112,NEGLIGENT DRIVING,C,21210
50,B,M,2021/08/13 00:00:00+00,1733,LQ3501110,1,C1-075446,"ALLEY;N 49-N 50/",MADISON-CLEVELAN,D,11088,POSS CONTROLLED SUBSTANCE,B,21211
31,W,F,2021/08/13 00:00:00+00,1408,LO7800038,1,,A ST/ 13-12,,,2167,IMPROPER REGISTRATION,C,21212
77,W,F,2021/08/13 00:00:00+00,1834,LO8900130,1,,CORNHUSKER/ N 1,- N 11,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21213
21,W,M,2021/08/10 00:00:00+00,1530,LB669210,1,C1-074350,5757 S 85,-,-,2228,STEAL GOODS OR MONEY < $500,B,21214
21,W,M,2021/08/10 00:00:00+00,1530,LB669210,2,C1-074350,5757 S 85,-,-,2037,LOITER AND TRESPASS,B,21215
29,W,M,2021/08/13 00:00:00+00,1707,LN1202504,1,C1-075417,48/ NEWTON - SOU,TH,,2112,NEGLIGENT DRIVING,C,21216
43,W,F,2021/08/13 00:00:00+00,1756,LN1202505,1,C1-075445,A/ 35 - 37,,,2112,NEGLIGENT DRIVING,C,21217
39,H,F,2021/08/13 00:00:00+00,2104,2021004830,1,,3801 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21218
45,B,M,2021/08/14 00:00:00+00,308,LN1400079,1,,23-24 / O ST,,,2167,IMPROPER REGISTRATION,C,21219
22,W,M,2021/08/14 00:00:00+00,2,LO2800055,1,C1-075568,10TH/CHARLESTON-,4/CHARLESTON,,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",C,21220
22,W,M,2021/08/14 00:00:00+00,2,LO2800055,2,C1-075568,10TH/CHARLESTON-,4/CHARLESTON,,10054,POSSESS DRUG PARAPHERNALIA,C,21221
69,W,M,2021/08/13 00:00:00+00,2130,LO6900022,1,C1-075525,1025 GOODHUE BLV,D,,1303,DISTURBING THE PEACE,C,21222
24,W,M,2021/08/13 00:00:00+00,2112,LO8200008,1,C1-075511,623 S. 18 #14,,,11907,DOMESTIC ASSAULT-3RD DEGREE,C,21223
24,W,M,2021/08/13 00:00:00+00,2112,LO8200008,2,C1-075511,623 S. 18 #14,,,12718,"DOMESTIC ASSAULT, 3RD DEG (THRT MENACE MANR)",C,21224
21,B,F,2021/08/14 00:00:00+00,320,LO9600140,1,C1-075617,33/O,,,1874,"DRIVING UNDER INFLUENCE/.08, FIRST OFFENSE",C,21225
18,W,M,2021/08/11 00:00:00+00,1943,LP8800154,3,C1-074785,N ANTELOPE VLLY,PKWY/SAUNDERS AV,E,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,21226
20,U,M,2021/08/11 00:00:00+00,518,LN4100058,2,C1-074567,116 S27,,,2129,POSSESS OR CONSUME ALCOHOL/MINOR,C,21227
19,B,F,2021/08/12 00:00:00+00,1048,LN1800118,2,C1-074936,P ST/N. ANTELOPE,VALLEY PKWY-N.,20TH ST,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21228
21,B,F,2021/08/14 00:00:00+00,320,LO9600140,2,C1-075617,33/O,,,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,21229
16,W,M,2021/08/13 00:00:00+00,2046,LP1800108,1,C1-075498,S 33RD ST AND A,ST,,2112,NEGLIGENT DRIVING,C,21230
16,W,M,2021/08/13 00:00:00+00,2046,LP1800108,2,C1-075498,S 33RD ST AND A,ST,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21231
19,H,F,2021/08/14 00:00:00+00,51,LP2800080,1,,N 48TH / FRANCIS,#NAME?,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,21232
19,H,F,2021/08/14 00:00:00+00,51,LP2800080,2,,N 48TH / FRANCIS,#NAME?,,2167,IMPROPER REGISTRATION,C,21233
19,H,F,2021/08/14 00:00:00+00,51,LP2800080,3,,N 48TH / FRANCIS,#NAME?,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21234
40,B,M,2021/08/13 00:00:00+00,1627,LP4700064,1,C1-075420,575 S. 10TH ST,,,1303,DISTURBING THE PEACE,C,21235
16,W,M,2021/08/13 00:00:00+00,2004,LP4700065,1,C1-075496,ESSEX RD / SOUTH,WOOD DR. - GRASS,RIDGE RD,2112,NEGLIGENT DRIVING,C,21236
18,A,F,2021/08/13 00:00:00+00,2110,LP5000033,1,C1-075522,N 14TH ST/SUPERI,OR,,1333,FAIL TO YIELD TO VEHICLE,C,21237
24,W,M,2021/08/14 00:00:00+00,48,LQ3200360,1,C1-075582,623 S 18TH #14,,,12718,"DOMESTIC ASSAULT, 3RD DEG (THRT MENACE MANR)",B,21238
21,W,F,2021/08/13 00:00:00+00,2133,LQ3400148,1,C1-075488,345 W O,,,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",C,21239
21,W,F,2021/08/13 00:00:00+00,2133,LQ3400148,2,C1-075488,345 W O,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21240
21,W,F,2021/08/13 00:00:00+00,2133,LQ3400148,3,C1-075488,345 W O,,,2112,NEGLIGENT DRIVING,C,21241
21,W,M,2021/08/14 00:00:00+00,322,LQ3400149,1,C1-075610,14/MILITARY-14/C,ORNHUSKER,,11640,DUI-.15+ (1ST OFF),C,21242
21,W,M,2021/08/14 00:00:00+00,322,LQ3400149,2,C1-075610,14/MILITARY-14/C,ORNHUSKER,,10822,RECKLESS DRIVING,C,21243
19,W,M,2021/08/14 00:00:00+00,345,LQ3400151,1,C1-075630,ANALOPE VALLEY/S,ALT CREEK,,12560,DUI-ALCOHOL-1ST OFF,B,21244
19,W,M,2021/08/14 00:00:00+00,345,LQ3400151,2,C1-075630,ANALOPE VALLEY/S,ALT CREEK,,10877,NO HEAD/REAR LIGHTS AFTER DARK,B,21245
19,W,M,2021/08/14 00:00:00+00,345,LQ3400151,3,C1-075630,ANALOPE VALLEY/S,ALT CREEK,,10854,FAIL TO WEAR SEATBELT,B,21246
29,W,M,2021/08/12 00:00:00+00,2241,LB681357,1,C1-075175,N 14,SUPERIOR,-,11640,DUI-.15+ (1ST OFF),C,21247
29,W,M,2021/08/12 00:00:00+00,2241,LB681357,2,C1-075175,N 14,SUPERIOR,-,10822,RECKLESS DRIVING,C,21248
29,W,M,2021/08/12 00:00:00+00,2241,LB681357,3,C1-075175,N 14,SUPERIOR,-,10854,FAIL TO WEAR SEATBELT,C,21249
40,I,M,2021/08/13 00:00:00+00,1809,LB680852,1,C1-075461,1301 O,WALGREENS,-,12316,THEFT BY UNLAWFUL TAKING $0-500,B,21250
47,B,M,2021/08/14 00:00:00+00,331,LB673792,1,C1-075622,1227 G,-,-,1294,REFUSE TO COMPLY WITH ORDER OF POLICE OFFCR,B,21251
47,B,M,2021/08/14 00:00:00+00,331,LB673792,2,C1-075622,1227 G,-,-,1307,INJURE OR DESTROY CITY PERSONAL PROPERTY,B,21252
44,W,M,2021/08/06 00:00:00+00,2349,LB673524,1,C1-073208,27,TAMARIN RIDGE,-,12050,LEAVE SCENE SERIOUS INJURY ACCIDENT,B,21253
42,W,M,2021/08/07 00:00:00+00,715,LB673521,1,C1-074147,5939 CULWELLS,-,-,1675,ENTER MOTOR VEHICLE WITHOUT PERMISSION,C,21254
28,H,M,2021/08/10 00:00:00+00,1640,LP5100067,2,C1-074365,20/N,,,2167,IMPROPER REGISTRATION,C,21255
35,W,M,2021/08/12 00:00:00+00,1642,LB680663,1,C1-075066,N 70,HAVELOCK,-,11088,POSS CONTROLLED SUBSTANCE,B,21256
17,W,F,2021/08/10 00:00:00+00,550,LO4400049,1,,SUPERIOR / N 40,- N 44,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21257
34,W,F,2021/08/11 00:00:00+00,1729,LN1202502,1,,70/ A - WEDGEWOO,D,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21258
16,W,M,2021/08/12 00:00:00+00,1758,LN1202503,1,,70/ A - WEDGEWOO,D,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21259
46,B,M,2021/08/10 00:00:00+00,2238,2021004744,1,,N 11,SAUNDERS,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21260
27,H,M,2021/08/10 00:00:00+00,1724,2021004736,1,,S 20,N,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21261
42,W,M,2021/08/07 00:00:00+00,715,LB673521,2,C1-074147,5939 CULWELLS,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,21262
41,W,M,2021/08/11 00:00:00+00,1702,LN1600143,1,,70TH/STANTON-THU,RNTON,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21263
57,W,M,2021/08/12 00:00:00+00,2119,LO3000039,1,C1-075147,ADAMS ST / N 70T,H ST,,1397,VIOLATE PEDESTRIAN CONTROL SIGNAL,C,21264
20,B,M,2021/08/11 00:00:00+00,114,2021004747,1,,3801 W O,-,-,678,ARRESTED ON DISTRICT WARRANT,B,21265
35,W,F,2021/08/10 00:00:00+00,1309,LN2900098,1,C1-074305,S 10TH ST BETWEE,N ARAPAHOE ST AN,D HIGH ST,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,21266
20,W,M,2021/03/11 00:00:00+00,0,LB670636,1,C1-027992,1247 C #D2,-,-,9053,"SEXUAL ASSAULT, 3RD DEGREE",C,21267
41,W,M,2021/08/11 00:00:00+00,1702,LN1600143,2,,70TH/STANTON-THU,RNTON,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21268
25,W,M,2021/08/12 00:00:00+00,2235,LO3400195,1,,9TH / Q ST,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21269
24,W,F,2021/08/11 00:00:00+00,401,2021004751,1,,N 72,HAVELOCK,-,678,ARRESTED ON DISTRICT WARRANT,B,21270
44,W,F,2021/08/10 00:00:00+00,1925,LO6000009,1,C1-074410,"PIONEERS, 49-48",,,2112,NEGLIGENT DRIVING,C,21271
37,B,M,2021/08/10 00:00:00+00,943,LN7400025,1,C1-074245,DUDLEY / N 27 -,N 28,,11595,NO PROOF OF OWNERSHIP,C,21272
37,B,M,2021/08/10 00:00:00+00,943,LN7400025,2,C1-074245,DUDLEY / N 27 -,N 28,,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,21273
29,W,M,2021/08/10 00:00:00+00,627,LB673522,1,C1-074208,LUCILE DR,LAURA LYNN CT,-,1844,PUBLIC NUDITY PROHIBITED,B,21274
32,B,M,2021/08/10 00:00:00+00,550,LB670450,1,C1-074207,2140 K,U STOP,-,9060,ROBBERY,B,21275
32,B,M,2021/08/10 00:00:00+00,550,LB670450,2,C1-074207,2140 K,U STOP,-,11796,USE OF A DEADLY WEAPON TO COMMIT A FELONY,B,21276
32,B,M,2021/08/10 00:00:00+00,550,LB670450,3,C1-074207,2140 K,U STOP,-,11088,POSS CONTROLLED SUBSTANCE,B,21277
32,B,M,2021/08/10 00:00:00+00,550,LB670450,4,C1-074207,2140 K,U STOP,-,11807,CARRYING CONCEALED WEAPON,B,21278
57,A,M,2021/08/10 00:00:00+00,1151,LP4600051,1,C1-074266,HOLDREGE/33-34,,,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,21279
20,W,F,2021/08/10 00:00:00+00,1224,LP5100063,1,,25/HOLDREGE,,,2167,IMPROPER REGISTRATION,C,21280
25,W,M,2021/08/10 00:00:00+00,809,LO4300047,1,,NW 1ST/  W HIGHL,AND BLVD - W KIN,GBIRD RD,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,21281
45,W,M,2021/08/10 00:00:00+00,1319,LO4300048,1,,EB W O ST/ NW 20,TH - NW 17TH,,2167,IMPROPER REGISTRATION,C,21282
53,W,F,2021/08/10 00:00:00+00,1145,LP2200051,1,C1-074273,S. 13TH VAN DORN,TO HILL ST.,,2112,NEGLIGENT DRIVING,C,21283
22,B,M,2021/08/08 00:00:00+00,2009,LB681927,1,,I 80,SUPERIOR,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21284
22,B,M,2021/08/08 00:00:00+00,2009,LB681927,2,,I 80,SUPERIOR,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21285
22,B,M,2021/08/08 00:00:00+00,2009,LB681927,3,,I 80,SUPERIOR,-,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,21286
22,B,M,2021/08/08 00:00:00+00,2009,LB681927,4,,I 80,SUPERIOR,-,2167,IMPROPER REGISTRATION,C,21287
39,W,F,2021/08/10 00:00:00+00,812,LN6600069,1,,ROSA PARKS IB /,HWY 77-FOLSOM,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,21288
28,W,M,2021/08/10 00:00:00+00,843,LN6600070,1,,ROSA PARKS IB /,HWY 77-FOLSOM,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,21289
44,B,F,2021/07/11 00:00:00+00,1441,XX2210417,1,C1-063990,,,,12310,"THEFT BY SHOPLIFTING $500-$1500, 2ND/SUBSQ",C,21290
21,W,M,2021/08/10 00:00:00+00,1031,LN1202501,1,C1-074251,SOUTH/ S 48TH ST,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21291
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,1,C1-074252,S. 9TH/H STREETS,,,2112,NEGLIGENT DRIVING,C,21292
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,2,C1-074252,S. 9TH/H STREETS,,,2173,NO PROOF OF OWNERSHIP,C,21293
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,3,C1-074252,S. 9TH/H STREETS,,,2115,REVOKED/IMPOUNDED,C,21294
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,4,C1-074252,S. 9TH/H STREETS,,,2171,FICTITIOUS LICENSE PLATES,C,21295
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,5,C1-074252,S. 9TH/H STREETS,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21296
31,W,M,2021/08/10 00:00:00+00,1146,LN6600071,6,C1-074252,S. 9TH/H STREETS,,,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",C,21297
42,W,M,2021/08/10 00:00:00+00,1400,LO5400114,1,C1-074301,70TH/ S WEDGEWOO,D TO L ST,,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,21298
42,B,M,2021/08/10 00:00:00+00,1253,LP5100064,1,C1-074290,2617 ORCHARD ST,,,2037,LOITER AND TRESPASS,C,21299
41,H,M,2021/08/10 00:00:00+00,1441,LN7400026,1,C1-074317,10/K,,,10635,NO OPERATOR LICENSE,C,21300
41,H,M,2021/08/10 00:00:00+00,1441,LN7400026,2,C1-074317,10/K,,,10809,IMPROPER TURN,C,21301
51,W,F,2021/08/10 00:00:00+00,1502,LP5100065,1,,17/O,,,2167,IMPROPER REGISTRATION,C,21302
49,W,F,2021/08/10 00:00:00+00,1556,LP5100066,1,C1-074344,,,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,21303
49,W,F,2021/08/10 00:00:00+00,1532,LP8800150,1,,I-80/W ADAMS,,,2167,IMPROPER REGISTRATION,C,21304
39,W,M,2021/08/10 00:00:00+00,1548,LQ3501093,1,C1-074306,1601 N. 84TH,,,10309,ATTEMPTED 2ND DEGREE FORGERY,B,21305
39,W,M,2021/08/10 00:00:00+00,1548,LQ3501093,2,C1-074306,1601 N. 84TH,,,12373,CRIMINAL IMPERSONATION $5000/MORE,B,21306
50,W,M,2021/08/10 00:00:00+00,1549,LQ3501094,1,C1-074353,1801 N STREET,,,12309,THEFT BY SHOPLIFTING $0-$500,C,21307
25,W,F,2021/08/10 00:00:00+00,1644,LN7700039,1,C1-074357,N 70TH ST / ADAM,S ST - KNOX DR,,2112,NEGLIGENT DRIVING,C,21308
55,W,M,2021/08/10 00:00:00+00,1706,LP8800151,1,,I-180/ SUPERIOR,,,2167,IMPROPER REGISTRATION,C,21309
29,W,F,2021/08/10 00:00:00+00,1656,LQ3501095,1,C1-074345,501 N 46TH STREE,T,,12355,"FORGERY, 2ND DEG $0-500",C,21310
29,W,F,2021/08/10 00:00:00+00,1656,LQ3501095,3,C1-074345,501 N 46TH STREE,T,,12323,THEFT BY DECEPTION $0-500,C,21311
28,W,F,2021/07/06 00:00:00+00,1130,LQ3501096,1,C1-062155,1501 N 84TH STRE,ET,,12323,THEFT BY DECEPTION $0-500,C,21312
29,W,F,2021/08/10 00:00:00+00,1714,2021004735,1,,501 N 46,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21313
22,H,M,2021/08/10 00:00:00+00,1736,2021004738,1,,S 48,PIONEERS,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21314
46,W,M,2021/08/10 00:00:00+00,1725,LO1600052,1,,SUPERIOR/ I-180,,,2167,IMPROPER REGISTRATION,C,21315
61,W,F,2021/08/10 00:00:00+00,1819,LO1600053,1,C1-074394,,,,2112,NEGLIGENT DRIVING,C,21316
73,W,M,2021/08/10 00:00:00+00,1707,LO7300019,1,C1-074378,ALVO RD./N 56TH,ST.,,2112,NEGLIGENT DRIVING,C,21317
28,H,M,2021/08/10 00:00:00+00,1640,LP5100067,1,C1-074365,20/N,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21318
30,W,M,2021/08/13 00:00:00+00,741,LO2100132,1,,S 70TH/NE HWY 2,,,2167,IMPROPER REGISTRATION,C,21319
23,B,M,2021/08/13 00:00:00+00,836,LO5200118,1,C1-075263,33RD/CORNHUSKER,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21320
23,B,M,2021/08/13 00:00:00+00,836,LO5200118,2,C1-075263,33RD/CORNHUSKER,,,2112,NEGLIGENT DRIVING,C,21321
26,W,M,2021/08/10 00:00:00+00,2235,LQ3400144,1,C1-074518,CENTENNIAL MALL,N - 16TH / P ST,,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",C,21322
26,W,M,2021/08/10 00:00:00+00,2235,LQ3400144,2,C1-074518,CENTENNIAL MALL,N - 16TH / P ST,,2167,IMPROPER REGISTRATION,C,21323
39,W,M,2021/08/10 00:00:00+00,1622,2021004732,1,,1601 N 84,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,21324
21,W,M,2021/08/12 00:00:00+00,529,2021004780,1,,1133 BELMONT,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21325
50,W,M,2021/08/13 00:00:00+00,959,LO9000047,1,,10TH / MILITARY,,,2167,IMPROPER REGISTRATION,C,21326
25,B,F,2021/08/13 00:00:00+00,840,LP2200052,1,C1-075286,SOUTH ST. S. 23R,D TO S. 24TH,,2112,NEGLIGENT DRIVING,C,21327
25,B,F,2021/08/13 00:00:00+00,840,LP2200053,1,C1-075286,SOUTH ST. 23RD T,O 24TH,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21328
61,B,M,2021/08/13 00:00:00+00,1056,LN3700484,1,C1-075321,K/ 12-18,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21329
61,B,M,2021/08/13 00:00:00+00,1056,LN3700484,2,C1-075321,K/ 12-18,,,2167,IMPROPER REGISTRATION,C,21330
32,W,M,2021/08/13 00:00:00+00,1049,LN4300115,1,,S. 10 ST. / H -,K,,2167,IMPROPER REGISTRATION,C,21331
32,W,M,2021/08/13 00:00:00+00,1049,LN4300115,2,,S. 10 ST. / H -,K,,1556,OCCUPANT PROTECTION SYSTEM,C,21332
32,W,M,2021/08/13 00:00:00+00,1049,LN4300115,3,,S. 10 ST. / H -,K,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21333
52,W,F,2021/08/13 00:00:00+00,1038,LP7700072,1,,57-SOUTH,,,2167,IMPROPER REGISTRATION,C,21334
52,W,F,2021/08/13 00:00:00+00,1038,LP7700072,2,,57-SOUTH,,,1556,OCCUPANT PROTECTION SYSTEM,C,21335
39,A,F,2021/08/12 00:00:00+00,1601,LB676263,1,C1-075038,N 16,VINE,-,1331,VIOLATE STOP SIGN,C,21336
21,W,M,2021/08/13 00:00:00+00,235,LB675196,1,C1-075223,O,22,23,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",C,21337
21,W,M,2021/08/13 00:00:00+00,235,LB675196,2,C1-075223,O,22,23,1412,STRADDLING LANE LINES,C,21338
32,W,M,2021/08/13 00:00:00+00,1036,LO7800037,1,C1-074230,,,,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,21339
21,H,F,2021/08/13 00:00:00+00,1216,LO9000048,1,,O ST / 14TH - 17,TH,,2167,IMPROPER REGISTRATION,C,21340
24,H,F,2021/08/12 00:00:00+00,2043,LB674685,1,C1-075135,S 20,BURNHAM,BROWER,11640,DUI-.15+ (1ST OFF),C,21341
24,H,F,2021/08/12 00:00:00+00,2043,LB674685,2,C1-075135,S 20,BURNHAM,BROWER,9462,CHILD ABUSE (M),C,21342
24,H,F,2021/08/12 00:00:00+00,2043,LB674685,3,C1-075135,S 20,BURNHAM,BROWER,2112,NEGLIGENT DRIVING,C,21343
36,W,F,2021/06/10 00:00:00+00,0,XX2210424,1,C1-052701,,,,9190,3RD DEG ASSAULT,C,21344
29,W,M,2021/08/13 00:00:00+00,50,LB676169,1,C1-075200,218 S 18 #220,-,-,2037,LOITER AND TRESPASS,C,21345
29,W,M,2021/08/13 00:00:00+00,50,LB676169,2,C1-075200,218 S 18 #220,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,21346
61,B,M,2021/08/13 00:00:00+00,1128,2021004814,1,,S 18,K,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,21347
21,W,M,2021/08/13 00:00:00+00,145,LB675195,1,C1-075214,N 17,P,Q,1273,DEPOSIT LITTER UPON A PUBLIC PLACE,C,21348
38,W,M,2021/08/13 00:00:00+00,1201,LN1500128,1,C1-075333,O/63-66,,,2184,OPERATE VEHICLE WITH DEFECTIVE BRAKES,C,21349
54,W,F,2021/08/13 00:00:00+00,1258,LN1700069,1,C1-075355,"N 24TH &AMP; DOD",GE,,1333,FAIL TO YIELD TO VEHICLE,C,21350
79,W,M,2021/08/13 00:00:00+00,1425,LN3700485,1,,S 10/ M-O,,,2167,IMPROPER REGISTRATION,C,21351
19,W,M,2021/08/13 00:00:00+00,1332,LN6900037,1,C1-075323,,,,9053,"SEXUAL ASSAULT, 3RD DEGREE",C,21352
20,W,M,2021/08/13 00:00:00+00,1335,LO8900129,1,C1-075363,CORNHUSKER/YOLAN,DE- N 20,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21353
20,W,M,2021/08/13 00:00:00+00,1335,LO8900129,2,C1-075363,CORNHUSKER/YOLAN,DE- N 20,,2173,NO PROOF OF OWNERSHIP,C,21354
22,B,F,2021/08/13 00:00:00+00,1329,LO9000051,1,C1-075366,O ST / 26TH - 25,TH,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,21355
51,A,F,2021/08/09 00:00:00+00,1321,LO7800032,1,,13TH / WASHINGTO,N - SUMNER,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,21356
42,B,M,2021/08/05 00:00:00+00,50,LO1300022,1,C1-072454,3801 W. O ST,,,9666,TAMPER WITH WITNESS/INFORMANT/JUROR,B,21357
22,B,F,2021/08/13 00:00:00+00,1329,LO9000051,2,C1-075366,O ST / 26TH - 25,TH,,2167,IMPROPER REGISTRATION,C,21358
22,B,F,2021/08/13 00:00:00+00,1329,LO9000051,3,C1-075366,O ST / 26TH - 25,TH,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,21359
22,B,F,2021/08/13 00:00:00+00,1329,LO9000051,4,C1-075366,O ST / 26TH - 25,TH,,1556,OCCUPANT PROTECTION SYSTEM,C,21360
16,W,M,2021/08/13 00:00:00+00,1249,LP7700073,1,C1-075339,56-OLD CHENEY,,,1333,FAIL TO YIELD TO VEHICLE,C,21361
24,H,M,2021/08/13 00:00:00+00,1532,LN4300116,1,,VINE ST. / N. 27,- N. 28,,2167,IMPROPER REGISTRATION,C,21362
