AGE,RACE,SEX,VDAT,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
29,H,M,2020/06/13 00:00:00+00,851,LB676194,3,C0-053310,605 S 10 #100,-,=,12668,UNLAWFUL INTRUSION,B,516
29,H,M,2020/06/13 00:00:00+00,1600,LB676193,1,C0-052887,2301 W #14,-,-,12075,VIOLATE PROTECTION ORDER,B,517
34,W,F,2021/01/05 00:00:00+00,2027,LN2200011,1,C1-001406,84TH / OLD CHENE,Y - AUGUSTA DR,,2167,IMPROPER REGISTRATION,C,518
34,W,F,2021/01/05 00:00:00+00,2027,LN2200011,2,C1-001406,84TH / OLD CHENE,Y - AUGUSTA DR,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,519
38,H,F,2021/01/05 00:00:00+00,1632,LN2700067,1,,N 21ST ST/SUPERI,OR ST,,2167,IMPROPER REGISTRATION,C,520
22,A,M,2021/01/05 00:00:00+00,1734,LN2700068,1,,N 11TH ST/CORNHU,SKER HWY,,2167,IMPROPER REGISTRATION,C,521
32,W,M,2021/01/05 00:00:00+00,2046,LN2700069,1,,NW 12TH ST/W ADA,MS ST,,2167,IMPROPER REGISTRATION,C,522
40,W,M,2021/01/05 00:00:00+00,1830,LO3500019,1,,66TH ST- DUDLEY,TO ORCHARD ST,,2167,IMPROPER REGISTRATION,C,523
47,W,M,2021/01/05 00:00:00+00,2040,LO3500021,1,C1-001405,O ST- 52ND TO 53,RD ST,,2167,IMPROPER REGISTRATION,C,524
47,W,M,2021/01/05 00:00:00+00,2040,LO3500021,2,C1-001405,O ST- 52ND TO 53,RD ST,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,525
47,W,M,2021/01/05 00:00:00+00,2040,LO3500021,3,C1-001405,O ST- 52ND TO 53,RD ST,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,526
19,W,M,2021/01/05 00:00:00+00,2134,LO5400032,1,C1-001412,S 27TH/PINE LAKE,RD,,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,527
30,W,M,2020/12/30 00:00:00+00,1730,LP4400025,1,C0-119333,100 BLOCK OF N 5,6TH ST,,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,528
30,W,M,2020/12/30 00:00:00+00,1730,LP4400025,2,C0-119333,100 BLOCK OF N 5,6TH ST,,10821,CARELESS DRIVING,C,529
30,W,M,2020/12/30 00:00:00+00,1730,LP4400025,3,C0-119333,100 BLOCK OF N 5,6TH ST,,11599,NO PROOF INSURANCE,C,530
22,W,F,2021/01/05 00:00:00+00,1945,LP4800015,1,C1-001398,1200 BLOCK OF S,14 ST,,11907,DOMESTIC ASSAULT-3RD DEGREE,B,531
22,W,F,2021/01/05 00:00:00+00,1945,LP4800015,2,C1-001398,1200 BLOCK OF S,14 ST,,9462,CHILD ABUSE (M),B,532
31,W,M,2021/01/05 00:00:00+00,2318,LP4800016,1,C1-001428,1200 BLOCK OF S,14 ST,,9462,CHILD ABUSE (M),C,533
30,W,F,2021/01/05 00:00:00+00,1834,LP6900202,1,C1-001376,SOUTH / 27 - 24,,,2035,ENTER TRAFFIC LANES WITHOUT SAFETY,C,534
30,W,F,2021/01/05 00:00:00+00,1834,LP6900202,2,C1-001376,SOUTH / 27 - 24,,,2167,IMPROPER REGISTRATION,C,535
30,W,F,2021/01/05 00:00:00+00,1834,LP6900202,3,C1-001376,SOUTH / 27 - 24,,,2223,FAIL TO PAY WHEEL TAX,C,536
24,B,M,2021/01/06 00:00:00+00,245,LQ3500057,1,C1-001434,CITY OF LINCOLN,,,12075,VIOLATE PROTECTION ORDER,B,537
52,W,M,2020/12/17 00:00:00+00,211,LB677407,1,C0-115463,1934 J #4,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,538
52,B,M,2021/01/06 00:00:00+00,47,LN3400183,1,C1-001432,10/B ST,,,2112,NEGLIGENT DRIVING,C,539
52,B,M,2021/01/06 00:00:00+00,47,LN3400183,2,C1-001432,10/B ST,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,540
50,W,F,2021/01/06 00:00:00+00,914,LN3700197,1,,N 1ST/ OREGON-BE,LMONT,,2167,IMPROPER REGISTRATION,C,541
32,W,F,2021/01/06 00:00:00+00,855,LN3900143,1,,48-Y,,,2167,IMPROPER REGISTRATION,C,542
56,W,F,2021/01/06 00:00:00+00,902,LQ5300011,1,,VAN DORN/S. 70 -,S. 72,,2167,IMPROPER REGISTRATION,C,543
45,W,F,2021/01/08 00:00:00+00,1512,LN9400157,1,,27/ O TO H ST,,,2167,IMPROPER REGISTRATION,C,544
37,W,M,2021/01/06 00:00:00+00,1028,LN3400184,1,,W. CORNHUSKER /,N. 1 TO N. MAIN,ST.,2167,IMPROPER REGISTRATION,C,545
35,W,F,2021/01/06 00:00:00+00,958,LN3700198,1,,,,,2167,IMPROPER REGISTRATION,C,546
37,W,M,2021/01/08 00:00:00+00,1541,LO6400046,1,,W CORNHUSKER/NW,8,,2167,IMPROPER REGISTRATION,C,547
30,W,F,2021/01/06 00:00:00+00,1020,LN3700199,1,,N 1ST/ OREGON-BE,LMONT,,2167,IMPROPER REGISTRATION,C,548
36,W,F,2021/01/07 00:00:00+00,1225,LO4300006,2,C1-001781,600 BLOCK/WEST O,ST,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,549
70,B,M,2021/01/06 00:00:00+00,1646,LN1600038,1,C1-001624,"N 40 &AMP; VINE",STREET,,1333,FAIL TO YIELD TO VEHICLE,C,550
20,W,M,2021/01/06 00:00:00+00,1018,LN3800149,1,,9 / O-M,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,551
37,W,M,2021/01/08 00:00:00+00,1541,LO6400046,2,,W CORNHUSKER/NW,8,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,552
39,W,M,2021/01/07 00:00:00+00,1429,LO8300031,1,C1-001908,4320 HUNTINGTON,AVE.,,2037,LOITER AND TRESPASS,B,553
54,W,M,2021/01/08 00:00:00+00,1015,LQ5300022,1,,O/56 - 53,,,2167,IMPROPER REGISTRATION,C,554
18,B,M,2021/01/06 00:00:00+00,2013,LP2700055,1,,13TH AND O,,,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,555
54,W,M,2021/01/08 00:00:00+00,1015,LQ5300022,2,,O/56 - 53,,,1556,OCCUPANT PROTECTION SYSTEM,C,556
16,B,M,2021/01/06 00:00:00+00,1658,LP8700023,1,C1-001628,PIONEERS BLVD/47,TH TO 48TH,,2112,NEGLIGENT DRIVING,C,557
23,W,M,2021/01/06 00:00:00+00,935,LN3900144,1,,48- STARR,,,2167,IMPROPER REGISTRATION,C,558
22,H,F,2021/01/07 00:00:00+00,907,LB675884,1,,NEBR HWY,SOUTHWOOD,S 27,2167,IMPROPER REGISTRATION,C,559
20,W,M,2021/01/07 00:00:00+00,2230,LB676215,1,C1-002039,N 17,R,-,11858,DUS-REVOKED ON POINTS,C,560
18,B,M,2021/01/06 00:00:00+00,2013,LP2700055,2,,13TH AND O,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,561
31,W,M,2021/01/06 00:00:00+00,1538,LB677125,1,C1-001604,1501 SUPERIOR,-,-,11088,POSS CONTROLLED SUBSTANCE,B,562
18,B,M,2021/01/06 00:00:00+00,1019,LP4600018,1,,Y ST FROM N 25TH,ST TO N 24TH ST,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,563
67,W,M,2021/01/08 00:00:00+00,1605,LO6400047,1,,O/N1-N9,,,11586,NO VALID REGISTRATION,C,564
40,W,M,2021/01/07 00:00:00+00,1312,2021000113,1,,8118 S HAZELWOO,-,-,678,ARRESTED ON DISTRICT WARRANT,B,565
20,W,M,2021/01/07 00:00:00+00,2230,LB676215,2,C1-002039,N 17,R,-,10801,STOP OR YIELD SIGN VIOLATION/RIGHT OF WAY,C,566
20,H,M,2021/01/07 00:00:00+00,2158,LP2700056,1,C1-010170,21ST AND L,,,2195,BROKEN OR WHITE TAIL LIGHT,C,567
31,W,M,2021/01/06 00:00:00+00,1538,LB677125,2,C1-001604,1501 SUPERIOR,-,-,10054,POSSESS DRUG PARAPHERNALIA,B,568
59,W,F,2021/01/06 00:00:00+00,1012,LP6900203,1,,10TH SOUTH TO SU,MNER,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,569
36,A,F,2021/01/08 00:00:00+00,1532,LP8800025,1,,NW 12 ST/W HIGHL,AND BLVD - KINGB,IR RD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,570
31,B,M,2021/01/07 00:00:00+00,633,LB677397,1,C1-001725,N 18,M,-,11641,DUI-2ND >.15,C,571
26,I,M,2020/08/24 00:00:00+00,1120,LN1700020,1,C0-078248,2662 CORNHUSKER,HWY-SUPER SAVER,,12309,THEFT BY SHOPLIFTING $0-$500,C,572
20,H,M,2021/01/07 00:00:00+00,2158,LP2700056,2,C1-010170,21ST AND L,,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,573
51,W,F,2021/01/06 00:00:00+00,1841,2021000093,1,,2764 D,-,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,574
30,B,M,2021/01/06 00:00:00+00,1002,LQ5300013,1,,S. 9/L - K,,,2167,IMPROPER REGISTRATION,C,575
51,W,F,2021/01/08 00:00:00+00,1530,LQ3200065,1,,Q ST N22ND ST TO,N 21 ST,,2167,IMPROPER REGISTRATION,C,576
31,B,M,2021/01/07 00:00:00+00,633,LB677397,2,C1-001725,N 18,M,-,11549,REFUSAL OF CHEM TEST - 1ST OFF,C,577
46,W,M,2021/01/08 00:00:00+00,1046,LN3400194,1,,16/SOUTH,,,2167,IMPROPER REGISTRATION,C,578
36,B,M,2021/01/07 00:00:00+00,2123,LP3300016,1,,18/O ST,,,2167,IMPROPER REGISTRATION,C,579
63,B,M,2021/01/06 00:00:00+00,1708,LP2000012,1,C1-001610,1300 B ST #2,,,11088,POSS CONTROLLED SUBSTANCE,B,580
30,W,F,2021/01/06 00:00:00+00,1038,LN3400185,1,,W. CORNHUSKER/N.,MAIN - W. DAWES,,2167,IMPROPER REGISTRATION,C,581
50,W,M,2021/01/08 00:00:00+00,850,LQ5000032,1,,S. 14TH-OLD CHEN,EY/PINELAKE,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,582
31,B,M,2021/01/07 00:00:00+00,633,LB677397,3,C1-001725,N 18,M,-,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,583
35,W,M,2021/01/08 00:00:00+00,1058,LN3700213,1,,27/O,,,2167,IMPROPER REGISTRATION,C,584
20,W,M,2021/01/07 00:00:00+00,2156,LP3300017,1,,25/RANDOLPH,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,585
25,H,M,2021/01/08 00:00:00+00,315,LP3300018,1,C1-002079,2ND/O ST,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,586
25,H,M,2021/01/08 00:00:00+00,315,LP3300018,2,C1-002079,2ND/O ST,,,2171,FICTITIOUS LICENSE PLATES,C,587
25,H,M,2021/01/08 00:00:00+00,315,LP3300018,3,C1-002079,2ND/O ST,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,588
27,H,F,2021/01/07 00:00:00+00,2216,LP4700032,1,C1-002032,S. 11TH ST / G S,T,,1333,FAIL TO YIELD TO VEHICLE,B,589
27,H,F,2021/01/07 00:00:00+00,2216,LP4700032,2,C1-002032,S. 11TH ST / G S,T,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,B,590
31,W,M,2021/01/07 00:00:00+00,2216,LP4700033,1,C1-002032,S. 11TH ST / G S,T,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,591
22,W,M,2021/01/07 00:00:00+00,2110,LQ1800009,1,,N 48 ST / HOLDRE,DGE TO MARTIN,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,592
23,W,F,2021/01/08 00:00:00+00,209,LQ3500061,1,C1-002064,S 16TH ST / N ST,,,11088,POSS CONTROLLED SUBSTANCE,B,593
23,W,F,2021/01/08 00:00:00+00,209,LQ3500062,1,C0-030716,2310 N 1ST,,,12312,"THEFT BY SHOPLIFTING $0-$500, 3RD/SUBSQ",B,594
55,W,M,2021/01/07 00:00:00+00,0,LB670268,1,C1-001594,3611 WILDBRIAR,-,-,11088,POSS CONTROLLED SUBSTANCE,B,595
55,W,M,2021/01/07 00:00:00+00,0,LB670268,2,C1-001594,3611 WILDBRIAR,-,-,11088,POSS CONTROLLED SUBSTANCE,B,596
44,W,F,2021/01/07 00:00:00+00,0,LB670267,1,C1-001594,3611 WILDBRIAR,-,-,11569,POSS METH W/INT TO DELVR (28-140G),B,597
44,W,F,2021/01/07 00:00:00+00,0,LB670267,2,C1-001594,3611 WILDBRIAR,-,-,11088,POSS CONTROLLED SUBSTANCE,B,598
44,W,F,2021/01/07 00:00:00+00,0,LB670267,3,C1-001594,3611 WILDBRIAR,-,-,11088,POSS CONTROLLED SUBSTANCE,B,599
56,B,M,2020/01/08 00:00:00+00,2346,LB670132,1,C1-002048,949 E,-,-,12351,CRIMINAL MISCHIEF $0-500,B,600
56,B,M,2020/01/08 00:00:00+00,2346,LB670132,2,C1-002048,949 E,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,601
38,B,M,2021/01/08 00:00:00+00,112,LB672592,1,C1-002064,S 16,N,-,11091,DEL/POSS W/INTENT TO DELIVER (HAZ DRUG),B,602
38,B,M,2021/01/08 00:00:00+00,112,LB672592,2,C1-002064,S 16,N,-,11088,POSS CONTROLLED SUBSTANCE,B,603
82,A,M,2021/01/08 00:00:00+00,538,LN3700212,1,,27TH/ A STREET,,,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,604
82,A,M,2021/01/08 00:00:00+00,538,LN3700212,2,,27TH/ A STREET,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,605
52,I,M,2021/01/07 00:00:00+00,2242,LO3400055,1,C1-002036,1120 N ST,,,2037,LOITER AND TRESPASS,C,606
34,B,F,2021/01/07 00:00:00+00,0,LB677216,1,C1-002005,9,O,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,607
27,H,F,2021/01/07 00:00:00+00,2350,2021000122,1,,N 11,Q,-,9995,ARRESTED ON OUTSIDE AGENCY WARRANT-FEL,B,608
46,I,M,2021/01/08 00:00:00+00,36,2021000123,1,,1317 Q,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,609
23,W,F,2021/01/08 00:00:00+00,228,2021000130,1,,S 16,N,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,610
42,B,M,2021/01/08 00:00:00+00,251,2021000131,1,,NW 12,W ADAMS,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,611
20,W,M,2021/01/07 00:00:00+00,2324,2021000121,1,,N 17,Q,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,612
59,W,F,2021/01/08 00:00:00+00,833,LN2400055,1,,N. 48/ST. PAUL -,CLEVELAND,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,613
44,U,F,2021/01/08 00:00:00+00,719,LP6900211,1,,BEAVER CREEK/ BU,FFFALO CREEK TO,SUGAR CREEK,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,614
46,W,M,2021/01/08 00:00:00+00,756,LP6900212,1,,BEAVER CREEK/ BU,FFALO CREEK TO S,UGAR CREEK,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,615
39,W,F,2021/01/08 00:00:00+00,813,LP6900213,1,,BEAVER CREEK/ BU,FFALO CREEK TO S,UGAR CREEK,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,616
22,W,M,2021/01/08 00:00:00+00,815,LQ3200062,1,,VINE ST  N27TH S,T TO N 31 ST,,2167,IMPROPER REGISTRATION,C,617
18,W,M,2021/01/07 00:00:00+00,2034,LB670088,1,C1-002010,4700 N 27,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,618
31,H,F,2021/01/06 00:00:00+00,510,LB675839,1,C1-001977,1230 TURTLE CRE,-,-,9462,CHILD ABUSE (M),C,619
48,W,F,2021/01/07 00:00:00+00,1219,LB678926,1,C1-001841,S 14,WARLICK,-,1333,FAIL TO YIELD TO VEHICLE,C,620
29,W,M,2021/01/08 00:00:00+00,854,LN2400056,1,,VINE ST./N. 56 -,N. 49,,2167,IMPROPER REGISTRATION,C,621
26,B,M,2021/01/08 00:00:00+00,918,LN2400057,1,,N. 48/VINE - ORC,HARD,,2167,IMPROPER REGISTRATION,C,622
26,B,M,2021/01/08 00:00:00+00,918,LN2400057,2,,N. 48/VINE - ORC,HARD,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,623
46,W,F,2021/01/08 00:00:00+00,906,LN3400192,1,,,,,2167,IMPROPER REGISTRATION,C,624
24,W,M,2021/01/02 00:00:00+00,1428,LP2900022,1,C1-000445,OLD CHENEY RD. B,ET. HWY 2 AND VA,NDERVOORT DR.,2112,NEGLIGENT DRIVING,C,625
23,W,M,2021/01/03 00:00:00+00,1358,LP2900023,1,C1-000680,NORMAL BLVD. AND,HOLMES NORTH SH,ORE RD.,2112,NEGLIGENT DRIVING,C,626
62,W,M,2021/01/06 00:00:00+00,1050,LN3400186,1,,CORNHUSKER/N. 1,-1220,,2167,IMPROPER REGISTRATION,C,627
46,H,F,2021/01/06 00:00:00+00,1118,LN3400187,1,,ROSA PARKS/HWY 7,7 - S. FOLSOM,,2167,IMPROPER REGISTRATION,C,628
50,W,M,2021/01/08 00:00:00+00,850,LQ5000032,2,,S. 14TH-OLD CHEN,EY/PINELAKE,,2167,IMPROPER REGISTRATION,C,629
63,B,M,2021/01/06 00:00:00+00,1653,LQ3500059,1,C1-001610,1300 B ST #2,,,11907,DOMESTIC ASSAULT-3RD DEGREE,B,630
26,W,M,2021/01/07 00:00:00+00,1530,LQ5000031,1,,9/SOUTH,,,2167,IMPROPER REGISTRATION,C,631
22,W,M,2021/01/06 00:00:00+00,1107,LN3700200,1,,O/20-29,,,2167,IMPROPER REGISTRATION,C,632
23,H,M,2021/01/06 00:00:00+00,1656,LN2700070,1,C1-001638,SAUNDERS AVE/N A,NTELOPE VALLEY P,KWY,2167,IMPROPER REGISTRATION,C,633
20,U,M,2021/01/06 00:00:00+00,1119,LN3700201,1,,O/ 21-25,,,2167,IMPROPER REGISTRATION,C,634
23,H,M,2021/01/06 00:00:00+00,1656,LN2700070,2,C1-001638,SAUNDERS AVE/N A,NTELOPE VALLEY P,KWY,1898,"SUSPENDED LICENSE, ELIGIBLE",C,635
20,U,M,2021/01/06 00:00:00+00,1119,LN3700201,2,,O/ 21-25,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,636
25,H,F,2021/01/07 00:00:00+00,1511,LO8900021,1,,N 25TH ST/FAIRFI,ELD ST,,2167,IMPROPER REGISTRATION,C,637
20,U,M,2021/01/06 00:00:00+00,1119,LN3700201,3,,O/ 21-25,,,1556,OCCUPANT PROTECTION SYSTEM,C,638
22,B,M,2021/01/06 00:00:00+00,1900,LQ3200059,1,C1-001673,VINE/36-35,,,1361,BACKING MOTOR VEHICLE WITHOUT SAFETY,C,639
21,W,M,2021/01/07 00:00:00+00,1637,LP8800023,1,,NW 12 ST/W HIGHL,AND BLVD - KINGB,IRD RD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,640
61,W,F,2021/01/08 00:00:00+00,1145,LQ5000033,1,,S. 14TH - THUNDE,RBIRD/MOCKINGBIR,D,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,641
30,W,F,2021/01/06 00:00:00+00,1033,LN3800150,1,,9 / O-M,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,642
29,B,M,2020/08/14 00:00:00+00,1349,LO1500021,1,C0-074609,27TH AND FRANKLI,N,,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,643
34,W,F,2021/01/07 00:00:00+00,0,LB663267,1,C1-001833,4700 N 27,WALMART,-,10672,THEFT BY SHOPLIFTING   UNDER $200  (M),C,644
17,W,F,2021/01/08 00:00:00+00,1200,LQ5000034,1,,S. 14TH - THUNDE,RBIRD/MOCKINGBIR,D,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,645
29,W,F,2021/01/06 00:00:00+00,1102,LN3800151,1,,9 / D-A,,,2167,IMPROPER REGISTRATION,C,646
33,W,M,2021/01/06 00:00:00+00,2302,LO3400051,1,C0-074609,9TH / Q ST,,,2167,IMPROPER REGISTRATION,C,647
48,W,F,2021/01/07 00:00:00+00,1742,LN1202293,1,,70/ A -TETON,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,648
24,W,M,2021/01/08 00:00:00+00,1305,LQ5000035,1,,S. 14TH - THUNDE,RBIRD/MOCKINGBIR,D,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,649
29,W,F,2021/01/06 00:00:00+00,1102,LN3800151,2,,9 / D-A,,,1556,OCCUPANT PROTECTION SYSTEM,C,650
27,W,M,2021/01/07 00:00:00+00,136,LO3400052,1,,ANTELOPE VALLEY,/ N ST,,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,651
18,W,M,2021/01/07 00:00:00+00,1758,LN1202294,1,,70/ A - TETON,,,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,652
24,H,M,2021/01/08 00:00:00+00,1551,LO4500056,1,C1-002261,S 27 ST / N ST -,O ST,,2112,NEGLIGENT DRIVING,C,653
21,W,M,2021/01/08 00:00:00+00,1119,LN3700214,1,,N ANTELOPE VALLE,Y/ P-VINE,,2167,IMPROPER REGISTRATION,C,654
32,H,F,2021/01/06 00:00:00+00,1047,LN3900145,1,,72-PIONEERS,,,2167,IMPROPER REGISTRATION,C,655
27,W,M,2021/01/07 00:00:00+00,136,LO3400052,2,,ANTELOPE VALLEY,/ N ST,,2167,IMPROPER REGISTRATION,C,656
25,W,F,2021/01/07 00:00:00+00,1840,LO8900022,1,,N 27H ST/OLD DAI,RY RD,,2167,IMPROPER REGISTRATION,C,657
24,H,M,2021/01/08 00:00:00+00,1551,LO4500056,2,C1-002261,S 27 ST / N ST -,O ST,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,658
50,W,F,2021/01/07 00:00:00+00,1316,LO9000012,1,,R ST /52-48,,,2167,IMPROPER REGISTRATION,C,659
32,H,F,2021/01/06 00:00:00+00,1047,LN3900145,2,,72-PIONEERS,,,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,660
27,W,M,2021/01/07 00:00:00+00,136,LO3400052,3,,ANTELOPE VALLEY,/ N ST,,2025,NO SEATBELT ON MINOR CHILD 6 + YEARS,C,661
58,W,M,2021/01/07 00:00:00+00,1924,LO3400054,1,C1-001991,11TH / N ST,,,1523,URINATING IN PUBLIC,B,662
20,W,M,2021/01/08 00:00:00+00,1631,LO6400048,1,C1-002272,N27/KNOX,,,1898,"SUSPENDED LICENSE, ELIGIBLE",C,663
34,W,M,2021/01/08 00:00:00+00,920,LO9000013,1,,VINE / 31 ST,,,2167,IMPROPER REGISTRATION,C,664
45,W,M,2020/12/24 00:00:00+00,920,LO5600053,1,C0-117633,70TH AND PIONEER,S,,2112,NEGLIGENT DRIVING,C,665
36,W,M,2021/01/07 00:00:00+00,210,LO3400053,1,,23RD / VINE ST,,,2167,IMPROPER REGISTRATION,C,666
58,W,M,2021/01/07 00:00:00+00,1924,LO3400054,2,C1-001991,11TH / N ST,,,1927,SPIT OR EXPECTORATE ON SIDEWALK/OTHER PLACES,B,667
20,W,M,2021/01/08 00:00:00+00,1631,LO6400048,2,C1-002272,N27/KNOX,,,2167,IMPROPER REGISTRATION,C,668
28,W,M,2021/01/08 00:00:00+00,1047,LP6900216,1,,9TH SUMNER TO PL,UM,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,669
55,W,M,2020/12/24 00:00:00+00,1244,LO5600054,1,C0-117702,60TH AND PIONEER,S,,2112,NEGLIGENT DRIVING,C,670
17,H,M,2021/01/06 00:00:00+00,1539,LO4900038,1,C1-001597,STATE FAIR PARK,DR/THERESA-CORNH,USKER,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,671
40,W,F,2021/01/07 00:00:00+00,1910,LP3200042,1,C1-001987,,,,1333,FAIL TO YIELD TO VEHICLE,C,672
17,W,M,2021/01/07 00:00:00+00,2138,LN1202295,1,,O/ LYNCREST - 66,,,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,673
19,B,M,2021/01/07 00:00:00+00,2154,LN1202296,1,,0/ LYNCRES - 66,,,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,674
19,B,M,2021/01/07 00:00:00+00,2154,LN1202296,2,,0/ LYNCRES - 66,,,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,675
24,W,M,2020/11/30 00:00:00+00,1430,LN7600026,1,C0-110435,1911 ARCTIC DR,,,1296,"ASSAULT, STRIKE OR CAUSE BODILY INJURY",C,676
34,B,F,2021/01/07 00:00:00+00,2138,LN8600008,1,C1-002005,9TH AND O STREET,S,,12201,INTERLOCK VIOLATION-DRIVE W/OUT (F),C,677
34,B,F,2021/01/07 00:00:00+00,2138,LN8600008,2,C1-002005,9TH AND O STREET,S,,11553,REFUSE PRELIM TEST,C,678
34,B,F,2021/01/07 00:00:00+00,2138,LN8600008,3,C1-002005,9TH AND O STREET,S,,12048,DUI W/REFUSAL (4+ PRIOR CONV),C,679
34,B,F,2021/01/07 00:00:00+00,2138,LN8600008,4,C1-002005,9TH AND O STREET,S,,10821,CARELESS DRIVING,C,680
46,I,M,2021/01/07 00:00:00+00,2346,LO3400056,1,C1-002044,1317 Q ST,,,2037,LOITER AND TRESPASS,B,681
43,W,M,2021/01/07 00:00:00+00,2246,LO4400005,1,C1-002038,1120 N ST/PARK A,ND GO GARAGE,,2037,LOITER AND TRESPASS,C,682
47,I,M,2021/01/08 00:00:00+00,4,LO4400006,1,C1-002049,1317 Q ST/LARSON,BUILDING GARAGE,,2037,LOITER AND TRESPASS,C,683
43,W,M,2021/01/07 00:00:00+00,2102,LO6700027,1,C1-002015,2140 K,,,2037,LOITER AND TRESPASS,C,684
33,A,F,2021/01/07 00:00:00+00,1959,LO8900023,1,,N 20TH ST/FAIRFI,ELD ST,,2167,IMPROPER REGISTRATION,C,685
19,H,F,2021/01/08 00:00:00+00,4,LO9500032,1,C1-002052,N 27TH ST / N ST,,,11586,NO VALID REGISTRATION,C,686
19,H,F,2021/01/08 00:00:00+00,4,LO9500032,2,C1-002052,N 27TH ST / N ST,,,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,687
19,U,M,2021/01/07 00:00:00+00,2301,LO9600036,1,,12-16 O,,,1367,CAUSE UNNECESSARY NOISE WITH MOTOR VEHICLE,C,688
26,W,M,2021/01/08 00:00:00+00,158,LP1100079,1,C1-002068,S 84TH ST / FIRE,THORN LN,,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,689
42,H,F,2021/01/08 00:00:00+00,1137,LN2400059,1,,ROSA PARKS/S. 9,TO HWY 77,,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,690
49,W,M,2021/01/08 00:00:00+00,1647,LQ3200066,1,,N27TH ST HOLDREG,E ST TO T ST,,2167,IMPROPER REGISTRATION,C,691
24,W,M,2021/01/06 00:00:00+00,1046,LO9000010,1,,"N 48TH, HOLDREGE",#NAME?,,2167,IMPROPER REGISTRATION,C,692
20,W,F,2021/01/07 00:00:00+00,237,LO5100005,1,C1-001740,48TH/ORCHARD ST,,,1370,"DRIVING UNDER INFLUENCE, FIRST OFFENSE",C,693
